id	emotion
34170_0005_A_36	0.06539414077997208,-0.01928548514842987,0.009378524497151375,0.03203302249312401,-0.024202369153499603,-0.10137457400560379
34170_0005_A_32	0.0418693982064724,-0.0036375895142555237,-0.07930856943130493,-0.002656657248735428,0.061984091997146606,-0.10539162904024124
34170_0007_A_42	0.0553867444396019,-0.050530195236206055,-0.037774354219436646,-0.04248613491654396,-0.02201864868402481,-0.07802380621433258
34170_0007_A_43	0.006609710864722729,-0.0838773250579834,0.005732821300625801,0.006386693567037582,0.08068501949310303,-0.12115316838026047
34170_0007_A_44	-0.07447515428066254,-0.02157588303089142,0.05632123351097107,0.025748293846845627,-0.053656309843063354,1.7309622764587402
34170_0007_A_45	-0.022997412830591202,-0.03473208099603653,0.09945322573184967,0.05260038003325462,0.20798775553703308,-0.09636838734149933
34170_0007_A_46	0.018056876957416534,0.7705685496330261,-0.03499534726142883,0.009560633450746536,-0.03008793294429779,-0.015440203249454498
34170_0007_A_47	-0.005219531245529652,-0.043104201555252075,0.0075531695038080215,0.19066409766674042,0.09679333865642548,-0.041701801121234894
34170_0008_A_49	0.015861179679632187,-0.05140106379985809,-0.008254719898104668,-0.03892681375145912,-0.012907832860946655,-0.0903107225894928
34170_0008_A_50	0.02671356499195099,-0.07924219220876694,-0.02475692145526409,0.027482759207487106,0.004631802439689636,-0.0705760195851326
34170_0008_A_51	0.07030031085014343,0.30017250776290894,0.005180837586522102,-0.04565839841961861,-0.025035880506038666,-0.04723913222551346
34170_0009_A_54	0.012068754993379116,-0.08131682127714157,-0.031583309173583984,-0.006081525236368179,0.006732970476150513,-0.0951993390917778
34170_0009_A_56	0.04232902452349663,-0.058709099888801575,-0.09461580216884613,0.14561942219734192,0.03812955319881439,-0.027049154043197632
34170_0009_A_58	0.03789976239204407,0.0019038468599319458,-0.01590837724506855,0.0037445388734340668,-0.00633847713470459,-0.09815291315317154
34170_0009_A_59	-0.02982032671570778,-0.032861948013305664,0.04248221218585968,0.06352852284908295,0.00779309868812561,-0.09083131700754166
34170_0009_A_60	0.013288996182382107,-0.011275708675384521,-0.00455065630376339,0.03624452278017998,0.038323089480400085,-0.086994968354702
34170_0009_A_61	0.03577996790409088,0.09029670059680939,0.022162066772580147,0.09544980525970459,0.12273042649030685,0.08450563997030258
34170_0009_A_62	-0.0074781449511647224,-0.05821661651134491,-0.0106592308729887,0.03839860484004021,0.07982678711414337,-0.0834338366985321
34170_0009_A_63	0.010370402596890926,0.016522441059350967,-0.003219468519091606,0.01221836730837822,0.010220766067504883,-0.06122323125600815
34170_0009_A_64	0.04649840667843819,0.04957106336951256,0.04287981241941452,0.007329519838094711,0.03311184048652649,-0.0903216004371643
34170_0010_A_66	-0.00668709073215723,-0.025547370314598083,-0.02856350876390934,-0.02236234024167061,0.01827070116996765,-0.09714949876070023
34170_0010_A_67	-0.011748609133064747,-0.09050540626049042,-0.011032802984118462,0.010013889521360397,-0.03285575658082962,-0.10382557660341263
34170_0011_A_71	0.004950235597789288,-0.04317920655012131,-0.06867727637290955,-0.013918492943048477,0.09106236696243286,-0.12212259322404861
34170_0011_A_74	0.05375620350241661,-0.04760327935218811,-0.01426623947918415,0.01468246802687645,0.01488398015499115,-0.050494275987148285
34170_0011_A_76	0.040399521589279175,0.0029876120388507843,-0.007952196523547173,0.007462929934263229,0.014790073037147522,-0.11114195734262466
34170_0011_A_78	0.058098021894693375,0.048554930835962296,-0.030598996207118034,0.19009500741958618,-0.02202209085226059,-0.04196098446846008
34170_0011_A_80	0.08178766071796417,0.01164427399635315,0.01838037557899952,0.03636753186583519,0.028247416019439697,0.026217542588710785
34170_0011_A_81	0.041798535734415054,0.021197762340307236,0.05975566804409027,0.06366080045700073,0.05808798968791962,-0.012146778404712677
34170_0012_A_83	-0.007936053909361362,-0.03636656701564789,-0.03188946843147278,0.020709436386823654,-0.01943177729845047,-0.08352670818567276
34170_0012_A_84	0.03580169752240181,-0.03872127830982208,-0.016691191121935844,-0.017810065299272537,0.016979187726974487,-0.1340995728969574
34170_0012_A_85	0.04203202202916145,-0.05167961120605469,-0.014142787083983421,0.009674634784460068,0.03195345401763916,-0.1303345263004303
34170_0012_A_86	0.03530227392911911,-0.04958915710449219,-0.008733784779906273,0.008163180202245712,0.02534256875514984,-0.13248512148857117
34170_0012_A_87	0.036075565963983536,-0.05218043923377991,-0.008559530600905418,0.007398929446935654,0.028643622994422913,-0.12438357621431351
34170_0012_A_88	0.03298947215080261,-0.06007684767246246,-0.009592680260539055,0.0074385665357112885,0.019164487719535828,-0.1199835017323494
34170_0012_A_89	0.04076128453016281,-0.05912952125072479,-0.011200500652194023,0.007595207542181015,0.023072198033332825,-0.1257522702217102
34170_0012_A_90	0.0012488393113017082,0.02867761254310608,-0.01182602159678936,0.12340684235095978,-0.0032257437705993652,-0.09065037220716476
34170_0012_A_92	0.027231022715568542,0.0007713846862316132,-0.01125643216073513,0.05161501094698906,0.004709169268608093,-0.0719834715127945
34170_0012_A_94	-0.018135271966457367,0.015598174184560776,0.021072620525956154,0.10341382026672363,0.01401066780090332,-0.017794255167245865
34170_0012_A_96	0.007434084080159664,0.12995390594005585,0.07328999042510986,-0.015942860394716263,0.03964349627494812,-0.016716524958610535
34170_0012_A_98	0.007772426120936871,-0.025434352457523346,0.040533021092414856,0.05773801729083061,-0.012358404695987701,-0.10846710950136185
34170_0012_A_99	0.0104380426928401,-0.04443363845348358,-0.010109735652804375,0.025604363530874252,0.01853075623512268,-0.06549257785081863
34170_0012_A_100	-0.03637751564383507,0.0015202611684799194,0.032646551728248596,0.03890344128012657,0.17467837035655975,-0.03929850459098816
34170_0012_A_101	0.10288265347480774,0.06531107425689697,-0.07471214234828949,6.0599297285079956e-05,-0.043228358030319214,-0.062403999269008636
34170_0013_A_103	0.0225970596075058,-0.06221850961446762,-0.013128502294421196,0.04042736813426018,0.07571429014205933,-0.09659956395626068
34170_0013_A_104	0.030443701893091202,-0.07368794083595276,-0.016639238223433495,0.041865672916173935,0.05555810034275055,-0.08228090405464172
34170_0013_A_105	0.019964423030614853,-0.05056416988372803,0.007736006751656532,0.03305665776133537,0.05960403382778168,-0.08898114413022995
34170_0013_A_106	0.025046374648809433,-0.01221488043665886,-0.022771203890442848,0.000639837235212326,0.04257659614086151,-0.0032575223594903946
34170_0013_A_107	0.002187720499932766,0.1025383323431015,0.05091463774442673,0.005676690489053726,0.033188626170158386,-0.01204061508178711
34170_0013_A_108	0.04549504816532135,-0.0029032789170742035,0.034975916147232056,0.07472337782382965,0.034509360790252686,-0.028515156358480453
34170_0013_A_109	0.02990834414958954,0.022263791412115097,0.017500782385468483,0.07241131365299225,0.030800938606262207,-0.03836537152528763
34170_0013_A_110	0.025855064392089844,-0.046523213386535645,-0.007319716736674309,0.06921342015266418,0.02428373694419861,-0.07079965621232986
34170_0014_A_112	0.09103609621524811,-0.08831530064344406,-0.01800048165023327,-0.0024932362139225006,0.16276994347572327,-0.07241807878017426
34170_0014_A_113	0.03697926178574562,-0.03686009347438812,-0.024979332461953163,0.003168996423482895,-0.009964913129806519,-0.1083221510052681
34170_0015_A_115	-0.0008127959445118904,0.01207127794623375,0.11177551746368408,0.05928173288702965,0.10622978210449219,-0.0634714737534523
34170_0015_A_116	0.00957475509494543,0.20033372938632965,0.04522418975830078,0.08772219717502594,0.014203891158103943,0.002638019621372223
34170_0015_A_117	0.09940626472234726,1.453086256980896,-0.03452017903327942,-0.02295711636543274,-0.03155181556940079,-0.02334538847208023
34170_0015_A_118	0.12447580695152283,0.07892080396413803,0.011095421388745308,0.0022216998040676117,0.027040548622608185,-0.007650595158338547
34170_0015_A_119	-0.04438622668385506,0.2267656922340393,0.055871933698654175,0.016107600182294846,0.027461931109428406,0.1316395401954651
34170_0015_A_120	0.009984317235648632,-0.048762768507003784,0.06214125454425812,0.05514078959822655,0.06711314618587494,-0.05365067720413208
34170_0015_A_121	0.030230917036533356,0.17127951979637146,0.030597353354096413,-0.02301986888051033,-0.0074593424797058105,-0.02742069959640503
34170_0016_A_123	0.00576066505163908,-0.028708994388580322,-0.0026960205286741257,0.01729559525847435,0.02609752118587494,-0.08410380035638809
34170_0016_A_124	0.05329420045018196,0.07899013161659241,0.07045750319957733,0.0518503375351429,0.06136211007833481,0.0734180137515068
34170_0016_A_125	0.0810980275273323,0.07821807265281677,0.0067022088915109634,0.049975451081991196,0.005892947316169739,-0.08916401863098145
34170_0016_A_126	-0.051465947180986404,-0.007364287972450256,0.08538175374269485,-0.015398699790239334,0.08234091103076935,-0.03578334301710129
34170_0016_A_127	-0.03336905315518379,-0.028972968459129333,0.04967530071735382,0.0694907009601593,0.03698597848415375,-0.0560942217707634
34170_0016_A_128	0.03062397986650467,0.05643950030207634,0.10333237797021866,-0.05255473032593727,0.06191806495189667,-0.02988138422369957
34170_0016_A_129	0.039684075862169266,0.08069832623004913,-0.0003328006714582443,-0.012396391481161118,-0.018271327018737793,0.2393055558204651
34170_0016_A_130	-0.003376477397978306,0.018214840441942215,-0.00694986991584301,0.01661839708685875,-0.004953846335411072,-0.06336717307567596
34170_0016_A_131	-0.00358003843575716,0.028887834399938583,0.04262367635965347,0.10991911590099335,-0.030529804527759552,0.017738964408636093
34170_0016_A_132	0.09278669208288193,0.10062515735626221,-0.007204851135611534,0.019993718713521957,0.03465703874826431,0.04813798889517784
34170_0016_A_133	0.031344179064035416,-0.023794885724782944,0.03607339411973953,0.01839330419898033,0.04085683822631836,0.05627679079771042
34170_0016_A_134	0.04077848419547081,-0.0002372153103351593,0.005167828872799873,0.06672564148902893,0.05410037934780121,0.05940408259630203
34170_0016_A_135	0.06426847726106644,-0.010694209486246109,-0.006020544096827507,0.05710935220122337,0.047884851694107056,0.022477466613054276
34170_0016_A_136	0.005804768763482571,1.0184192657470703,-0.07582452893257141,0.025332700461149216,0.009508505463600159,-0.044394202530384064
34170_0017_A_139	-0.018377669155597687,-0.033781036734580994,-0.03876384347677231,0.07308885455131531,0.006223216652870178,-0.08943106979131699
34170_0017_A_140	0.0020015789195895195,0.007081123068928719,-0.01034957729279995,0.026056509464979172,0.07359832525253296,-0.09873230010271072
34170_0017_A_141	0.0012157512828707695,0.11669483780860901,0.13876786828041077,0.05936098471283913,-0.009290352463722229,0.3142029643058777
34170_0017_A_142	-0.021097157150506973,-0.06456054002046585,-0.032902054488658905,0.06599763035774231,0.02180388569831848,-0.07708670943975449
34170_0017_A_143	0.02118685096502304,0.010923683643341064,-0.04337520897388458,0.05119606480002403,0.10299825668334961,-0.02458888292312622
34170_0017_A_144	0.03577996790409088,0.09029670059680939,0.022162066772580147,0.09544980525970459,0.12273042649030685,0.08450563997030258
34170_0017_A_145	0.0034032007679343224,-0.05395188182592392,-0.02732538990676403,0.06606829166412354,0.05028453469276428,-0.07007619738578796
34170_0017_A_146	-0.023342709988355637,-0.029474876821041107,-0.00849517248570919,0.004319202154874802,0.10436507314443588,-0.007108353078365326
34170_0017_A_147	0.11339928954839706,-0.04662444442510605,0.1115032210946083,0.03465534374117851,0.09092827141284943,0.023162756115198135
34170_0017_A_148	0.0064353300258517265,-0.01827613264322281,0.054061129689216614,0.16249822080135345,0.0912216380238533,0.26405254006385803
34170_0017_A_149	0.11210320144891739,0.15146951377391815,-0.010289503261446953,0.04820427671074867,-0.025015972554683685,-0.08811366558074951
34170_0017_A_150	0.08391772955656052,0.11134590953588486,0.022990884259343147,0.12834806740283966,-0.028247691690921783,-0.0959792211651802
34170_0017_A_151	0.033762168139219284,0.037214819341897964,0.08867515623569489,0.08197225630283356,0.1454802006483078,0.7064828872680664
34170_0017_A_152	0.06262225657701492,0.3503369390964508,-0.014371654018759727,0.04769723489880562,0.024206697940826416,-0.00568351149559021
34170_0017_A_153	0.14585085213184357,0.04256938025355339,-0.024032844230532646,0.055267829447984695,-0.04835815727710724,-0.06277082860469818
34170_0017_A_154	0.0480828732252121,0.026696329936385155,-0.017725517973303795,0.01079322025179863,-0.009020030498504639,-0.04103543981909752
34170_0017_A_155	0.02684037759900093,0.051673032343387604,0.137924924492836,0.04572773352265358,0.011407151818275452,-0.0016575083136558533
34170_0017_A_156	0.20118822157382965,0.25046825408935547,-0.045218661427497864,0.01985624060034752,-0.026992321014404297,0.017482489347457886
34170_0017_A_157	0.1971287578344345,0.15060390532016754,0.0061772409826517105,0.1309833824634552,-0.03965058922767639,-0.009169913828372955
34170_0017_A_158	0.006437133066356182,-0.051258385181427,-0.02882605977356434,0.06039055809378624,0.029143497347831726,-0.05425488203763962
34170_0017_A_159	-0.010742035694420338,-0.09555917978286743,0.01306404359638691,0.025909971445798874,0.02071097493171692,-0.09670119732618332
34170_0017_A_160	-0.019327282905578613,-0.09515735507011414,0.01010953076183796,0.024826597422361374,0.027472779154777527,-0.09496062248945236
34170_0017_A_161	-0.009171080775558949,-0.08820171654224396,0.015880541875958443,0.020144473761320114,0.040750473737716675,-0.08632085472345352
34170_0017_A_162	0.01598876342177391,-0.0005091652274131775,-0.027683580294251442,0.09621980786323547,-0.032416932284832,-0.055712491273880005
34170_0017_A_163	-0.03955157846212387,-0.018571190536022186,0.20198971033096313,0.2094321846961975,0.06483885645866394,0.02542021870613098
34170_0017_A_164	0.06413313746452332,0.1040174812078476,0.07990022748708725,0.07099401950836182,-0.013643741607666016,-0.039913110435009
34170_0017_A_165	-0.008486983366310596,-0.05916623771190643,0.18761539459228516,0.25760766863822937,0.021769702434539795,0.06700141727924347
34170_0017_A_166	0.043685946613550186,0.02170354127883911,0.06866498291492462,0.04993192479014397,0.034217849373817444,0.018623147159814835
34170_0017_A_167	0.3122233748435974,1.1002013683319092,-0.03502646088600159,-0.07335187494754791,0.007797464728355408,0.04264671355485916
34170_0017_A_168	0.14373832941055298,-0.012874796986579895,-0.0007122810930013657,-0.010567832738161087,0.022331759333610535,0.050524767488241196
34170_0017_A_169	0.02669932320713997,0.0008375272154808044,-0.0028992127627134323,0.05455945059657097,0.013582959771156311,-0.03396715968847275
34170_0017_A_173	0.07755112648010254,-0.0021820589900016785,0.030016304925084114,-0.04328366741538048,0.02144782245159149,0.06998160481452942
34170_0017_A_170	-0.013537374325096607,0.027798403054475784,0.04952787607908249,0.11518803238868713,0.08453108370304108,0.08288685232400894
34170_0017_A_172	0.09770865738391876,0.004106458276510239,0.030565129593014717,-0.01602127030491829,-0.001392558217048645,0.010953657329082489
34170_0017_A_175	0.012390895746648312,-0.04119843244552612,-0.04267504811286926,0.015548255294561386,0.0005674064159393311,-0.12037955969572067
34170_0017_A_176	0.01876465603709221,-0.0271206796169281,-0.01909046433866024,0.035481046885252,-0.0388309508562088,-0.14080074429512024
34170_0017_A_178	0.10180139541625977,0.0016472600400447845,0.006202692165970802,0.08656474947929382,0.17633607983589172,0.0940241664648056
34170_0017_A_179	0.05211939290165901,0.01478923112154007,0.11162114143371582,0.040005411952733994,0.09528453648090363,-0.038131508976221085
34170_0017_A_181	0.05840112268924713,-0.009279564023017883,0.0571555495262146,-0.004290986806154251,-0.0013286173343658447,-0.06641227751970291
34170_0017_A_182	0.05329856649041176,0.04284001886844635,0.07207392901182175,0.0371752567589283,0.06621101498603821,0.03407274931669235
34170_0017_A_184	0.08056284487247467,0.027104197070002556,0.024459796026349068,0.029364418238401413,0.049291178584098816,-0.055323876440525055
34170_0017_A_185	0.04725786671042442,0.03954865783452988,0.012205259874463081,0.031972210854291916,0.02140771597623825,-0.08666578680276871
34170_0017_A_187	0.06834334135055542,0.04325355216860771,0.006674589589238167,0.036044891923666,0.03869974613189697,-0.09409225732088089
34170_0017_A_188	0.03731955960392952,-0.02725597843527794,0.1388578712940216,0.17255444824695587,0.025042355060577393,0.01545436680316925
34170_0017_A_189	-0.003517621196806431,0.09932495653629303,0.024871880188584328,0.06256820261478424,0.06891701370477676,-0.04118924215435982
34170_0017_A_191	0.13730554282665253,-0.03979714959859848,-0.06930163502693176,0.05131177976727486,-0.007402755320072174,-0.07085984200239182
34170_0017_A_192	0.06713975220918655,-0.027095459401607513,-0.03873451054096222,0.037524085491895676,0.031398922204971313,-0.0656372532248497
34170_0017_A_193	0.01402591448277235,0.16769875586032867,0.06778371334075928,0.010047998279333115,0.014627009630203247,0.03342362493276596
34170_0017_A_194	-0.03216592222452164,0.009705524891614914,0.0714392215013504,0.4812183082103729,0.041065141558647156,-0.017371073365211487
34170_0017_A_195	1.7774714231491089,0.5106149315834045,0.10525660216808319,0.025280337780714035,0.15648598968982697,0.12408352643251419
34170_0017_A_196	1.1541950702667236,0.06956291943788528,-0.0027607809752225876,0.04001788794994354,0.09665296971797943,0.30364271998405457
34170_0017_A_198	0.05843351408839226,-0.044388920068740845,-0.007869107648730278,0.10370714962482452,-0.022718042135238647,-0.09729740768671036
34170_0017_A_199	0.04086674749851227,-0.0601310059428215,0.002756694331765175,0.058717336505651474,-0.0007907450199127197,-0.10726574808359146
34170_0017_A_200	0.03225313127040863,0.05531838536262512,0.035340189933776855,-0.012912366539239883,0.011206448078155518,-0.0297711044549942
34170_0019_A_207	0.005421082489192486,0.03236926719546318,0.002923468127846718,0.006980624049901962,0.1561131328344345,-0.025133561342954636
34170_0019_A_208	0.03429345786571503,-0.03661022335290909,0.003961609676480293,0.023886676877737045,0.004138275980949402,-0.10024756193161011
34170_0019_A_209	0.03772839531302452,0.030583739280700684,0.02622932381927967,0.07778404653072357,-0.0056765079498291016,-0.08084598928689957
34170_0019_A_210	-0.010037229396402836,0.0006930939853191376,-0.002586623653769493,0.029915031045675278,0.06301967799663544,-0.027490217238664627
34170_0019_A_217	0.010397735051810741,-0.09120242297649384,-0.005948325619101524,0.012680064886808395,-0.033710382878780365,-0.12830907106399536
34170_0019_A_219	0.13214530050754547,0.17514926195144653,-0.019521666690707207,-0.03746983781456947,-0.04561004042625427,-0.04659820348024368
34170_0019_A_225	-0.010929991491138935,0.03129146993160248,-0.016191421076655388,0.02730179950594902,0.014989256858825684,-0.07390750199556351
34170_0019_A_226	0.10828715562820435,0.08398289233446121,-0.012833354994654655,0.020047124475240707,-0.015736497938632965,-0.0651378259062767
34170_0019_A_231	0.039743196219205856,0.047431156039237976,0.006547095254063606,0.0725145936012268,0.026116490364074707,-0.08696046471595764
34170_0020_A_238	-0.003966138698160648,0.1980237364768982,-0.046278685331344604,0.07434575259685516,-0.0411587655544281,-0.11829676479101181
34170_0020_A_239	-0.00038601551204919815,0.17594730854034424,-0.03965926170349121,0.08013860881328583,-0.021325595676898956,-0.12708592414855957
34170_0020_A_240	0.026178967207670212,0.007323134690523148,0.10368973016738892,0.07619741559028625,0.0028168633580207825,-0.0552920326590538
34170_0020_A_241	-0.02345600351691246,0.05530867353081703,0.05955624580383301,0.049131762236356735,0.002184562385082245,-0.0038237906992435455
34170_0020_A_242	0.033111777156591415,-0.025799907743930817,0.05922119319438934,-0.01781051978468895,0.6406941413879395,0.6596481204032898
34170_0020_A_243	-0.02155444771051407,-0.06408749520778656,-0.046071454882621765,1.2841845750808716,0.12857487797737122,0.0196879580616951
34170_0020_A_246	0.05832648649811745,-0.029145896434783936,0.003563450649380684,-0.0057265497744083405,-0.014799907803535461,-0.1398310363292694
34170_0020_A_247	0.0812191516160965,0.07657675445079803,0.03150922805070877,-0.0179581455886364,0.011240333318710327,-0.07604572921991348
34170_0020_A_251	0.015380735509097576,-0.07138911634683609,0.013083236292004585,0.0293460451066494,-0.009605765342712402,-0.14861130714416504
34170_0020_A_252	0.03694386035203934,-0.0793372318148613,0.02394121326506138,0.0202796570956707,0.022446826100349426,-0.14922687411308289
34170_0021_A_255	-0.042022403329610825,-0.04211261123418808,0.11692702025175095,0.017108675092458725,0.5368815660476685,-0.06402614712715149
34170_0021_A_257	0.009613431058824062,-0.06218697130680084,-0.021371660754084587,0.060133080929517746,0.050823554396629333,-0.13634005188941956
34170_0021_A_259	0.01515140663832426,-0.06987456977367401,0.06244730204343796,0.01761699840426445,0.2353053092956543,-0.10442136973142624
34170_0021_A_261	0.09516629576683044,0.12122483551502228,-0.016990652307868004,-0.00600774958729744,-0.0014147907495498657,-0.08471474051475525
34170_0021_A_262	0.01770417019724846,-0.030771061778068542,-0.018254531547427177,0.050545524805784225,0.03244759142398834,-0.044948771595954895
34170_0022_A_265	0.02215694636106491,0.027753913775086403,-0.045396432280540466,0.04104908928275108,0.028947412967681885,-0.09570159763097763
34170_0022_A_266	0.023050609976053238,-0.024644281715154648,0.02284100092947483,0.010898809880018234,-0.004477262496948242,-0.12124104052782059
34170_0022_A_267	0.04018229618668556,-0.04242651164531708,0.01223139651119709,0.02304769679903984,0.0018506944179534912,-0.11122073978185654
34170_0022_A_268	0.001694641076028347,-0.08644283562898636,-0.022062962874770164,0.028628136962652206,-0.020106032490730286,-0.11193756014108658
34170_0022_A_269	0.22372452914714813,-0.05955404043197632,0.0725662112236023,0.03781050071120262,0.08384360373020172,0.28646254539489746
34170_0022_A_270	0.1073344349861145,-0.0388144925236702,0.014038743451237679,0.05853065475821495,-0.003074333071708679,-0.03188207745552063
34170_0022_A_271	0.10792200267314911,0.17174261808395386,0.03327629715204239,0.08119663596153259,0.03957951068878174,0.02964501827955246
34170_0022_A_272	-0.015873081982135773,0.9257492423057556,-0.025497963652014732,0.09398411214351654,-0.012853763997554779,-0.11377205699682236
34170_0022_A_273	0.032424818724393845,-0.02778516709804535,-0.001584446057677269,0.03247460350394249,0.06066882610321045,-0.06988677382469177
34170_0022_A_276	0.032424818724393845,-0.02778516709804535,-0.001584446057677269,0.03247460350394249,0.06066882610321045,-0.06988677382469177
34170_0022_A_279	0.007734711281955242,-0.05674801766872406,0.012713329866528511,-0.0007747150957584381,0.10406169295310974,-0.08680561929941177
34170_0022_A_280	0.03579564020037651,-0.039911769330501556,-0.013708585873246193,0.006747540086507797,0.0024451017379760742,-0.11220770329236984
34170_0022_A_281	0.042630795389413834,-0.07362347841262817,-0.010288717225193977,0.01496851071715355,0.014151275157928467,-0.11929801851511002
34170_0022_A_282	0.005383300594985485,-0.07701335847377777,0.030176999047398567,-0.020271066576242447,0.13325174152851105,-0.06934113055467606
34170_0022_A_283	0.002994033508002758,-0.0739738941192627,0.005482913926243782,-0.0023353733122348785,0.10954417288303375,-0.0824081301689148
34170_0022_A_284	-0.009957694448530674,0.2378305196762085,0.01981206424534321,0.018599089235067368,-0.026774778962135315,0.001462448388338089
34170_0022_A_285	0.011253545992076397,-0.05605100095272064,-0.004767274484038353,-0.01894081011414528,0.0838744193315506,-0.10728392750024796
34170_0022_A_286	-0.009957694448530674,0.2378305196762085,0.01981206424534321,0.018599089235067368,-0.026774778962135315,0.001462448388338089
34170_0022_A_287	0.010736609809100628,-0.04355926811695099,0.01805165596306324,-0.01707572117447853,0.1167675107717514,-0.04878706485033035
34170_0022_A_288	0.04778722673654556,0.12127074599266052,0.0182648915797472,0.0238882414996624,0.05664721131324768,-0.04161248356103897
34170_0022_A_291	0.09130805730819702,-0.07652726769447327,0.016536453738808632,0.02244563028216362,0.04487471282482147,-0.060800857841968536
34170_0022_A_292	0.07117541134357452,-0.061307743191719055,0.0034391749650239944,-0.011010121554136276,0.14850741624832153,0.040525440126657486
34170_0022_A_293	0.06272207945585251,-0.05117917060852051,0.014212096109986305,-0.006269980221986771,0.11810551583766937,0.0885099321603775
34170_0022_A_302	0.024794843047857285,-0.05336875468492508,0.003505157306790352,0.005357768386602402,0.09206439554691315,-0.09660843014717102
34170_0022_A_295	0.07146654278039932,0.016772473230957985,-0.002131795510649681,0.005812089890241623,0.02114206552505493,-0.06327371299266815
34170_0022_A_298	0.009003194980323315,-0.0690920427441597,0.022937225177884102,0.009047668427228928,0.07640683650970459,-0.10259556025266647
34170_0022_A_299	0.01944607123732567,-0.014774154871702194,-0.008624458685517311,-0.014999959617853165,0.10530400276184082,-0.047133930027484894
34170_0022_A_300	-0.014685587026178837,-0.028446383774280548,0.010869132354855537,-0.00011760368943214417,0.1609758883714676,-0.07748841494321823
34170_0022_A_301	-0.07036501169204712,0.27551960945129395,0.12280674278736115,0.015201549977064133,-0.046942971646785736,0.031652264297008514
34170_0022_A_303	0.047323547303676605,0.07355523854494095,0.0017137471586465836,0.032516445964574814,0.03859500586986542,-0.06982128322124481
34170_0022_A_304	0.030480816960334778,0.10052675008773804,0.018581831827759743,0.05188777670264244,0.10954712331295013,-0.01518314704298973
34170_0022_A_305	0.033055055886507034,0.041715893894433975,-0.00177772156894207,0.11808101832866669,0.060771048069000244,-0.027562543749809265
34170_0022_A_308	0.035731203854084015,-0.03280000388622284,0.014491507783532143,0.009958084672689438,-0.023974359035491943,-0.05730760097503662
34170_0022_A_309	0.016354162245988846,-0.010600771754980087,0.04635874181985855,0.03236047551035881,0.20068888366222382,0.02265070751309395
34170_0022_A_310	0.05561821907758713,0.11638429760932922,-0.02101934142410755,0.02977302297949791,-0.03277856111526489,-0.08812934905290604
34170_0022_A_311	0.038906898349523544,0.05074189603328705,0.026672208681702614,0.08589029312133789,-0.016201183199882507,0.03714039549231529
34170_0022_A_312	0.09218651801347733,0.15521642565727234,-0.012387355789542198,-0.03057858720421791,-0.014035068452358246,-0.048028767108917236
34170_0022_A_315	0.020251940935850143,-0.029352061450481415,-0.009328698739409447,0.06044841185212135,0.04214799404144287,-0.035650670528411865
34170_0022_A_316	-0.007247523404657841,0.029099686071276665,0.020906800404191017,0.03649228438735008,0.01330307126045227,-0.07838110625743866
34170_0022_A_319	0.04778722673654556,0.12127074599266052,0.0182648915797472,0.0238882414996624,0.05664721131324768,-0.04161248356103897
