id	emotion
34170_0005_A_32	0.05114108696579933,0.02608642540872097,-0.012232552282512188,0.011521999724209309,0.0652584508061409,0.09487071633338928
34170_0007_A_42	0.012600336223840714,0.004714360460639,0.018966645002365112,-0.0045521436259150505,0.05831783264875412,0.3255597949028015
34170_0007_A_43	0.0015099085867404938,0.03881622105836868,-0.008273323066532612,0.027668852359056473,0.12868741154670715,0.09773313254117966
34170_0007_A_44	-0.03196130320429802,-0.06803489476442337,0.06829264014959335,0.05212540552020073,0.12539811432361603,1.8711861371994019
34170_0007_A_45	0.015008661895990372,0.05731496959924698,0.03301743045449257,0.04099947586655617,0.1363406628370285,0.09838147461414337
34170_0007_A_46	0.1430230289697647,0.8343042135238647,0.13546721637248993,-0.005296948365867138,0.11621460318565369,0.19652271270751953
34170_0007_A_47	0.09680671989917755,0.061806030571460724,-0.005651137791574001,0.057820845395326614,0.04979158192873001,0.19925712049007416
34170_0008_A_49	0.03550410643219948,-0.018567198887467384,0.011049593798816204,0.009777967818081379,0.04672066122293472,0.10860548168420792
34170_0008_A_50	0.0017073191702365875,0.010906873270869255,-0.006010032258927822,0.008732152171432972,0.1112120971083641,0.1191675066947937
34170_0008_A_51	0.1884782463312149,0.2058778703212738,0.012199298478662968,0.04542085900902748,0.11792924255132675,0.18141108751296997
34170_0009_A_54	0.02944839373230934,-0.017012016847729683,0.00402530562132597,0.017925504595041275,0.07372909039258957,0.053414031863212585
34170_0009_A_56	0.028432194143533707,0.1552920639514923,0.0015983423218131065,0.07048870623111725,0.11698242276906967,0.11254755407571793
34170_0009_A_58	0.08252426981925964,-0.03296176344156265,0.015853453427553177,-0.008932816796004772,0.06638138741254807,0.0704941377043724
34170_0009_A_59	0.039797697216272354,0.030798783525824547,0.03183353692293167,0.07015040516853333,0.08504829555749893,0.15364331007003784
34170_0009_A_60	0.017610955983400345,0.09263928979635239,0.018398351967334747,0.013463077135384083,0.15385299921035767,0.14238706231117249
34170_0009_A_61	0.04105793312191963,0.08902573585510254,0.04978969320654869,0.0738043487071991,0.13249866664409637,0.17185653746128082
34170_0009_A_62	0.01691519096493721,0.09429696202278137,0.025502432137727737,0.01605444774031639,0.11548306792974472,0.0900188758969307
34170_0009_A_63	0.03197001293301582,0.27197349071502686,0.052291158586740494,0.010766764171421528,0.11401929706335068,0.07456476986408234
34170_0009_A_64	0.12915286421775818,0.06781838834285736,0.0040521686896681786,0.021162454038858414,0.07678405195474625,0.43698662519454956
34170_0010_A_66	0.008782688528299332,0.04000423103570938,-0.01207649428397417,-0.02238151803612709,0.07879935950040817,0.05067882686853409
34170_0010_A_67	-0.0048321448266506195,0.04571083188056946,-0.01660546287894249,-0.001771333860233426,0.06030804663896561,0.051238588988780975
34170_0011_A_71	-0.0034141801297664642,0.010575605556368828,0.04645510017871857,-0.04078300669789314,0.24074874818325043,0.02021714113652706
34170_0011_A_74	0.01775333657860756,0.0363626629114151,0.047561224550008774,0.0036159574519842863,0.10157635062932968,0.08308063447475433
34170_0011_A_76	-0.03814366087317467,-0.017775962129235268,0.018208559602499008,0.04295611009001732,0.09919183701276779,0.045497797429561615
34170_0011_A_78	0.4522172212600708,0.12760990858078003,0.051201194524765015,0.05360056832432747,0.038380540907382965,0.11190562695264816
34170_0011_A_80	0.21995395421981812,0.17300570011138916,0.03396594524383545,0.04655861482024193,0.059855617582798004,0.1750185787677765
34170_0011_A_81	0.040560487657785416,0.06280320137739182,0.05394238606095314,0.05105210468173027,0.13583411276340485,0.11120861768722534
34170_0012_A_83	0.015205148607492447,0.03290256857872009,-0.030234243720769882,0.0006882071029394865,0.07190684229135513,0.08859765529632568
34170_0012_A_84	-0.0137689970433712,0.06195037066936493,0.0026186881586909294,0.0027896135579794645,0.09038763493299484,0.06966111809015274
34170_0012_A_85	-0.021793600171804428,0.054399274289608,0.0013477085158228874,0.004726310260593891,0.10387968271970749,0.06670062988996506
34170_0012_A_86	-0.0232599638402462,0.05490107834339142,0.007115102373063564,-0.0024463117588311434,0.10495706647634506,0.062324464321136475
34170_0012_A_87	-0.019860651344060898,0.05380246788263321,0.0035073859617114067,0.004569736309349537,0.10187145322561264,0.06752625107765198
34170_0012_A_88	-0.016895141452550888,0.06344348192214966,0.00585042592138052,0.001689073396846652,0.10011184960603714,0.06906308233737946
34170_0012_A_89	-0.01642325147986412,0.0566636398434639,0.0037613743916153908,0.002772857202216983,0.0980362817645073,0.06613734364509583
34170_0012_A_90	0.026482123881578445,0.07043039798736572,0.023270685225725174,0.08031702786684036,0.07648425549268723,0.07350581884384155
34170_0012_A_92	0.15788322687149048,0.028728222474455833,0.0070764971897006035,0.01705292984843254,0.08423712104558945,0.17491066455841064
34170_0012_A_94	0.02639918401837349,0.012203192338347435,-0.0024122660979628563,0.041896920651197433,0.08904532343149185,0.24412012100219727
34170_0012_A_96	0.13276727497577667,0.1861540824174881,0.030359331518411636,0.03826310858130455,0.10114643722772598,0.15301622450351715
34170_0012_A_98	0.04098394885659218,0.044271305203437805,-0.01628129556775093,0.022255461663007736,0.08854719251394272,0.046886786818504333
34170_0012_A_99	-0.022844310849905014,0.05092258006334305,-0.02954322099685669,0.04936864599585533,0.0793546661734581,0.08410036563873291
34170_0012_A_100	0.006122354418039322,0.029680652543902397,0.034312017261981964,0.048404332250356674,0.18895618617534637,0.07292068749666214
34170_0012_A_101	0.2897911071777344,0.03381191939115524,2.5999732315540314e-05,-0.0018840387929230928,0.04655086249113083,0.4113810360431671
34170_0013_A_103	0.008644569665193558,-0.01120462454855442,-0.009245316497981548,0.00622792262583971,0.10226910561323166,0.10742789506912231
34170_0013_A_104	0.028911415487527847,0.007698221132159233,-0.016330476850271225,0.01431035716086626,0.1177646741271019,0.09850618243217468
34170_0013_A_105	0.011807266622781754,-0.00781388022005558,-0.004891392774879932,0.01693763956427574,0.11326282471418381,0.12415056675672531
34170_0013_A_106	0.04751421883702278,0.031761594116687775,-0.002160855568945408,0.04572398588061333,0.10903239995241165,0.14138129353523254
34170_0013_A_107	-0.011739518493413925,0.0405459851026535,0.045998793095350266,0.049733396619558334,0.1176435798406601,0.18401964008808136
34170_0013_A_108	0.02508646622300148,0.11098569631576538,0.007284454070031643,0.030578624457120895,0.12677039206027985,0.13837182521820068
34170_0013_A_109	0.012304026633501053,0.11061546206474304,0.05740310996770859,0.07491108775138855,0.1497596949338913,0.1377406120300293
34170_0013_A_110	0.04620373621582985,0.02109277807176113,0.010188520886003971,0.040572937577962875,0.14089633524417877,0.10437248647212982
34170_0014_A_112	0.01177886500954628,0.054304301738739014,-0.005289657972753048,0.018983464688062668,0.16931141912937164,0.12138955295085907
34170_0014_A_113	0.08396077156066895,0.14569899439811707,-0.006847512908279896,0.057187993079423904,0.10113067179918289,0.13529516756534576
34170_0015_A_115	0.045495886355638504,0.12652702629566193,0.16149434447288513,0.029342327266931534,0.22242842614650726,0.1808892786502838
34170_0015_A_116	0.025889236479997635,0.048908576369285583,0.07744862139225006,0.06912828981876373,0.0875190794467926,0.20455417037010193
34170_0015_A_117	0.012392956763505936,1.6155120134353638,0.10022233426570892,0.036988671869039536,0.12178639322519302,0.21182677149772644
34170_0015_A_118	0.10026782751083374,0.12444034218788147,-0.022941868752241135,0.03908997401595116,0.06498102098703384,0.2510422468185425
34170_0015_A_119	0.0572669543325901,0.15270589292049408,0.05526766926050186,0.0831184908747673,0.12250646203756332,0.2195194959640503
34170_0015_A_120	0.06959088146686554,0.019547907635569572,0.033563949167728424,0.03139248117804527,0.027152976021170616,0.1324009895324707
34170_0015_A_121	0.021091315895318985,0.19032758474349976,0.09214813262224197,0.11025217175483704,0.13223771750926971,0.1801895648241043
34170_0016_A_123	-0.0005536340177059174,0.022665327414870262,-0.02049541100859642,0.003587019396945834,0.10008368641138077,0.1429452896118164
34170_0016_A_124	0.1467253565788269,0.3958797752857208,0.12903212010860443,0.0260896198451519,0.10581205040216446,0.14784680306911469
34170_0016_A_125	0.05921262875199318,0.14140081405639648,-0.027742967009544373,0.0154277877882123,0.11355205625295639,0.09852023422718048
34170_0016_A_126	0.06411045789718628,0.07302920520305634,-0.011818340979516506,0.03112608566880226,0.07744242995977402,0.13542157411575317
34170_0016_A_127	0.050501395016908646,0.04719071835279465,-0.025635864585638046,0.02732197567820549,0.10206183046102524,0.1149325966835022
34170_0016_A_128	0.060980845242738724,0.17654021084308624,0.05051815137267113,0.0276692695915699,0.12225090712308884,0.1252855807542801
34170_0016_A_129	0.10646338760852814,0.06794483959674835,0.0016697095707058907,0.029242653399705887,0.07527775317430496,0.3081189692020416
34170_0016_A_130	0.02994007244706154,0.12149466574192047,0.015643764287233353,0.042843710631132126,0.09485029429197311,0.150672048330307
34170_0016_A_131	0.0767083615064621,0.1284533590078354,0.09982762485742569,0.061715271323919296,0.11987095326185226,0.14717738330364227
34170_0016_A_132	0.536641001701355,0.07585596293210983,0.044405996799468994,0.02188575640320778,0.01420571468770504,0.4357675015926361
34170_0016_A_133	0.15183989703655243,0.06418762356042862,0.007255206815898418,0.025141384452581406,0.10624148696660995,0.2517627477645874
34170_0016_A_134	0.14600661396980286,0.0659739151597023,0.00246333796530962,0.028658490628004074,0.09375707060098648,0.1929398477077484
34170_0016_A_135	0.14381477236747742,0.08205452561378479,-0.03868576139211655,-0.02850940451025963,0.130705326795578,0.39279332756996155
34170_0016_A_136	0.11210040748119354,0.7991047501564026,0.00031712185591459274,0.001520064426586032,0.09454966336488724,0.3561873137950897
34170_0017_A_139	0.037825990468263626,0.00746808759868145,-0.027731657028198242,0.001164597226306796,0.06428710371255875,0.07560212910175323
34170_0017_A_140	0.04987329617142677,0.043836258351802826,-0.006215563975274563,0.0116661312058568,0.1234068050980568,0.10551276803016663
34170_0017_A_141	0.06325829029083252,0.07286864519119263,0.06888213753700256,0.0832345262169838,0.1097177192568779,0.38066041469573975
34170_0017_A_142	0.039939139038324356,0.02237379364669323,-0.027118459343910217,0.02851339802145958,0.07225961238145828,0.07594247162342072
34170_0017_A_143	0.05780218914151192,0.16592442989349365,0.04830820858478546,0.02270336076617241,0.15208952128887177,0.1618257761001587
34170_0017_A_144	0.04105793312191963,0.08902573585510254,0.04978969320654869,0.0738043487071991,0.13249866664409637,0.17185653746128082
34170_0017_A_145	0.056572336703538895,0.07359015196561813,-0.006732693873345852,0.05111609771847725,0.112873874604702,0.07866047322750092
34170_0017_A_146	0.02792328968644142,0.09531428664922714,0.004733598791062832,0.04166989400982857,0.12434878200292587,0.12232303619384766
34170_0017_A_147	0.08300088346004486,0.06388790905475616,0.10380591452121735,0.055142249912023544,0.13621947169303894,0.18984252214431763
34170_0017_A_148	0.14390341937541962,0.11972838640213013,-0.007786951027810574,0.07037831842899323,0.04852192848920822,0.3965713083744049
34170_0017_A_149	0.8467243909835815,0.2680312693119049,-0.007151466794312,-0.01747826114296913,-0.03813198208808899,0.12068229168653488
34170_0017_A_150	1.2155357599258423,0.28891521692276,-0.012747381813824177,-0.029837343841791153,-0.04866700619459152,0.15019911527633667
34170_0017_A_151	0.21156001091003418,0.18234746158123016,0.1372239738702774,0.06766617298126221,0.06770474463701248,1.1437739133834839
34170_0017_A_152	0.3466530740261078,0.5607709288597107,0.1263463795185089,0.03361842408776283,0.09433900564908981,0.28008604049682617
34170_0017_A_153	0.3095637559890747,0.11447456479072571,0.007304097525775433,0.02287239208817482,0.051216937601566315,0.1596413403749466
34170_0017_A_154	0.25897490978240967,0.11402347683906555,0.006294523365795612,0.03128819540143013,0.046009503304958344,0.16086231172084808
34170_0017_A_155	0.0791008323431015,0.12125638127326965,0.07580012083053589,0.04801445081830025,0.09295948594808578,0.12568111717700958
34170_0017_A_156	0.12539981305599213,0.2636599540710449,0.02187412977218628,0.03863736614584923,0.07833017408847809,0.18464596569538116
34170_0017_A_157	0.12386508285999298,0.08489836007356644,0.0030959537252783775,0.024603817611932755,0.04938339442014694,0.1348465234041214
34170_0017_A_158	0.060378748923540115,0.06329352408647537,0.0005633840337395668,0.021867189556360245,0.09848762303590775,0.10677739977836609
34170_0017_A_159	0.0052523501217365265,0.02059742622077465,-0.02603849768638611,0.006673973985016346,0.10026939958333969,0.08147737383842468
34170_0017_A_160	0.005388159304857254,0.028041383251547813,-0.022674117237329483,0.009978075511753559,0.1097639724612236,0.10674265027046204
34170_0017_A_161	0.007942739874124527,0.02972843311727047,-0.013462274335324764,0.012848255224525928,0.11911702901124954,0.10658056288957596
34170_0017_A_162	0.12503276765346527,0.02932206355035305,-0.011789840646088123,0.055872123688459396,0.07274230569601059,0.23913037776947021
34170_0017_A_163	0.0279916413128376,0.10678009688854218,0.17703677713871002,0.06748421490192413,0.12910039722919464,0.13874341547489166
34170_0017_A_164	0.0218859501183033,0.06626539677381516,-0.007549031637609005,0.04298752173781395,0.09179986268281937,0.09447990357875824
34170_0017_A_165	0.030029553920030594,0.10630328208208084,0.07021429389715195,0.0866655558347702,0.1080600842833519,0.17184430360794067
34170_0017_A_166	0.1618993878364563,0.16956864297389984,0.06388403475284576,0.07247709482908249,0.10172946006059647,0.1528739482164383
34170_0017_A_167	0.6388953328132629,1.6996545791625977,0.1035219207406044,0.03541017696261406,0.020306861028075218,0.3686058521270752
34170_0017_A_168	0.21791298687458038,0.13684377074241638,0.026100516319274902,-0.00710527878254652,0.04603717476129532,0.46933940052986145
34170_0017_A_169	0.17099794745445251,0.1404293328523636,0.016804002225399017,0.00553682167083025,0.08583728224039078,0.27825066447257996
34170_0017_A_173	0.11227056384086609,0.05484843999147415,0.02325517311692238,0.024159710854291916,0.1337779462337494,0.36641925573349
34170_0017_A_170	0.029092412441968918,0.07276767492294312,-0.007731323130428791,0.15797340869903564,0.187309131026268,1.0022087097167969
34170_0017_A_172	0.15963813662528992,0.03798145800828934,0.05531948059797287,0.043208200484514236,0.090972401201725,0.29764676094055176
34170_0017_A_175	0.038783345371484756,0.0001088213175535202,-0.022416338324546814,0.008408484049141407,0.11835350841283798,0.07415845990180969
34170_0017_A_176	0.03980741277337074,0.009832872077822685,-0.02921156957745552,0.002567154122516513,0.10885749012231827,0.07041175663471222
34170_0017_A_178	0.06083153560757637,0.06452177464962006,0.0513790063560009,0.034020643681287766,0.15288673341274261,0.17413686215877533
34170_0017_A_179	0.048651520162820816,0.10044164210557938,0.08737435191869736,0.0437190942466259,0.14302381873130798,0.11862163245677948
34170_0017_A_181	0.17619049549102783,0.10272759944200516,0.05715304985642433,0.027712631970643997,0.08274862915277481,0.1405106782913208
34170_0017_A_182	0.853009819984436,0.4521979093551636,0.09444940835237503,0.17643187940120697,0.1476389318704605,0.5530769228935242
34170_0017_A_184	0.07178229093551636,0.05037953704595566,0.026856739073991776,0.029301073402166367,0.0957656130194664,0.11620549857616425
34170_0017_A_185	0.046597231179475784,0.04272840917110443,0.01592297852039337,0.02290486916899681,0.10932788997888565,0.14130328595638275
34170_0017_A_187	0.049467507749795914,0.03306888788938522,0.012231041677296162,0.03636632487177849,0.11544539779424667,0.1309109926223755
34170_0017_A_188	0.16252362728118896,0.053515322506427765,0.15324406325817108,0.17159339785575867,0.1499166041612625,0.6446592807769775
34170_0017_A_189	0.12137620151042938,0.5605335831642151,0.09003492444753647,0.02502742037177086,0.17491857707500458,0.12046615779399872
34170_0017_A_191	0.11725330352783203,0.14202523231506348,0.005968133918941021,0.03178152069449425,0.10990015417337418,0.15038661658763885
34170_0017_A_192	0.08694314956665039,0.07120277732610703,0.02565333992242813,0.05737310275435448,0.09439694136381149,0.22290880978107452
34170_0017_A_193	0.030467528849840164,0.03864113986492157,0.07361232489347458,0.02915984019637108,0.13092364370822906,0.17919039726257324
34170_0017_A_194	0.1966332495212555,0.22553914785385132,0.0038454504683613777,0.06566639244556427,0.05282091349363327,0.2622784972190857
34170_0017_A_195	0.7700462341308594,1.7843266725540161,0.20908723771572113,0.05019582435488701,0.15298126637935638,0.3613143563270569
34170_0017_A_196	0.9394277334213257,1.8334970474243164,0.15698274970054626,-0.011501441709697247,0.11331311613321304,0.7403942346572876
34170_0017_A_198	0.14426320791244507,0.09550581872463226,0.012389670126140118,-0.0013745457399636507,0.03850211948156357,0.09877341240644455
34170_0017_A_199	0.11783897876739502,0.07678044587373734,0.0176750048995018,0.0068358005955815315,0.06442361325025558,0.12101002037525177
34170_0017_A_200	0.05683257058262825,0.0637030154466629,-0.0018965573981404305,0.011500549502670765,0.06876105815172195,0.18274690210819244
34170_0019_A_207	0.029029492288827896,0.03322209417819977,-0.010002178139984608,0.017759989947080612,0.2479257434606552,0.0932164341211319
34170_0019_A_208	0.030985716730356216,0.02300400845706463,-0.028346747159957886,-0.01024653296917677,0.09319698065519333,0.07324448227882385
34170_0019_A_209	0.10964985191822052,0.17469832301139832,0.006720210425555706,0.04481888934969902,0.096059150993824,0.14372065663337708
34170_0019_A_210	0.05558646097779274,0.06608936190605164,0.02156222239136696,0.013334770686924458,0.08388687670230865,0.08110399544239044
34170_0019_A_217	0.02532971277832985,0.031168607994914055,0.009233982302248478,-0.005396666936576366,0.07312386482954025,0.10568659007549286
34170_0019_A_219	0.06306494772434235,0.21426305174827576,-0.025838106870651245,0.012168464250862598,0.08208339661359787,0.09053748100996017
34170_0019_A_225	-0.00690145418047905,0.04739801585674286,-0.006000409834086895,0.05858259275555611,0.09962751716375351,0.12352564930915833
34170_0019_A_226	0.40528368949890137,0.2098144143819809,0.0061581796035170555,-0.019243184477090836,0.05847018212080002,0.21383702754974365
34170_0019_A_231	0.06438633799552917,0.08789172023534775,-0.011138745583593845,0.05546073243021965,0.07497512549161911,0.12077267467975616
34170_0020_A_238	-0.04101574048399925,0.4883667826652527,0.0068200575187802315,0.004220929928123951,0.07315676659345627,0.24354399740695953
34170_0020_A_239	-0.043996598571538925,0.6687077879905701,0.020925097167491913,-0.007634642533957958,0.07629097253084183,0.2389427125453949
34170_0020_A_240	0.04789451137185097,0.13645106554031372,0.12086288630962372,0.08636511117219925,0.12371651083230972,0.0754883885383606
34170_0020_A_241	0.06339795887470245,0.07033950835466385,-0.01127899531275034,0.04003718122839928,0.12015613168478012,0.12646301090717316
34170_0020_A_242	0.08287453651428223,-0.016638310626149178,-0.003305976279079914,0.09924748539924622,0.17413873970508575,0.6125224232673645
34170_0020_A_243	0.029012951999902725,0.02764768712222576,0.0455608032643795,0.25278064608573914,0.20889320969581604,0.2124975621700287
34170_0020_A_246	0.03894544020295143,0.0629793182015419,-0.0019811028614640236,0.05747881159186363,0.10744405537843704,0.08135818690061569
34170_0020_A_247	0.05826428905129433,0.09939640760421753,0.006841343827545643,0.06406261026859283,0.1508968621492386,0.06406988948583603
34170_0020_A_251	0.050086114555597305,0.010760059580206871,-0.005326778627932072,0.034133728593587875,0.08131109923124313,0.10849705338478088
34170_0020_A_252	0.02146342769265175,0.008647559210658073,0.021344099193811417,0.02476627752184868,0.061422668397426605,0.0783090889453888
34170_0021_A_255	-0.016426336020231247,0.13763916492462158,0.03482047840952873,0.06100735440850258,0.2748528718948364,0.18612372875213623
34170_0021_A_257	0.0291655994951725,0.006099117919802666,-0.034242257475852966,0.016663286834955215,0.05505485087633133,0.06864707171916962
34170_0021_A_259	-0.008743520826101303,0.0205173771828413,0.12852704524993896,0.06311498582363129,0.24043428897857666,0.07281315326690674
34170_0021_A_261	0.04628339782357216,0.1084093451499939,-0.026653479784727097,0.05841005966067314,0.13117553293704987,0.16580753028392792
34170_0021_A_262	0.04409310594201088,0.03040066920220852,0.03541730344295502,0.02049318328499794,0.10758312046527863,0.11951465904712677
34170_0022_A_265	0.045039255172014236,0.068427674472332,-0.009700010530650616,0.019099529832601547,0.07093419879674911,0.10019269585609436
34170_0022_A_266	0.04676510766148567,-0.00901721604168415,-0.00567473191767931,0.02100999280810356,0.11507610231637955,0.10827474296092987
34170_0022_A_267	0.0356258787214756,-0.006985427811741829,-0.011754698120057583,0.01993386074900627,0.10691695660352707,0.09911909699440002
34170_0022_A_268	0.027658943086862564,0.007773084565997124,-0.003081134520471096,0.031445275992155075,0.09358968585729599,0.10724986344575882
34170_0022_A_269	0.07546055316925049,0.07275468856096268,0.02254878357052803,0.0657845139503479,0.09694738686084747,0.3851616084575653
34170_0022_A_270	0.21600645780563354,0.11569967865943909,0.0021175360307097435,0.0820770189166069,0.08850692957639694,0.22660167515277863
34170_0022_A_271	0.058732811361551285,0.06066114455461502,0.044025272130966187,0.012014915235340595,0.14251106977462769,0.12072716653347015
34170_0022_A_272	0.11219196021556854,1.3928955793380737,0.08316953480243683,0.056745659559965134,0.12501196563243866,0.24534651637077332
34170_0022_A_273	0.07151567935943604,0.03974555432796478,-0.0072609009221196175,0.004736480303108692,0.1257794201374054,0.07475372403860092
34170_0022_A_276	0.07151567935943604,0.03974555432796478,-0.0072609009221196175,0.004736480303108692,0.1257794201374054,0.07475372403860092
34170_0022_A_279	0.006126482039690018,0.044706791639328,-0.002199445851147175,0.01852012798190117,0.08794093877077103,0.05061338096857071
34170_0022_A_280	0.04829174652695656,0.0539063885807991,-0.012809726409614086,0.034707944840192795,0.08920768648386002,0.13435249030590057
34170_0022_A_281	0.05702612176537514,0.033356696367263794,0.006241337396204472,0.027875181287527084,0.09362144023180008,0.09689792990684509
34170_0022_A_282	0.012664783746004105,0.010500093922019005,0.01411126647144556,0.011742857284843922,0.11822646111249924,0.060141727328300476
34170_0022_A_283	0.025163937360048294,0.02288353256881237,-0.006910375319421291,0.006924298591911793,0.11261985450983047,0.04584915190935135
34170_0022_A_284	0.08869026601314545,0.11809271574020386,0.018805280327796936,0.055797677487134933,0.09337393194437027,0.23574283719062805
34170_0022_A_285	0.010652724653482437,0.05380476266145706,-0.010894489474594593,0.0029916733037680387,0.11727432161569595,0.05069415271282196
34170_0022_A_286	0.08869026601314545,0.11809271574020386,0.018805280327796936,0.055797677487134933,0.09337393194437027,0.23574283719062805
34170_0022_A_287	0.02812783792614937,-0.0038587693125009537,-0.011892571114003658,0.013682913966476917,0.1301644891500473,0.07905302941799164
34170_0022_A_288	0.10757657885551453,0.08965770900249481,0.009916297160089016,0.042149629443883896,0.10130160301923752,0.1178693026304245
34170_0022_A_291	0.06768465042114258,8.475594222545624e-05,-0.005575102753937244,0.01758679375052452,0.1815938651561737,0.13152369856834412
34170_0022_A_292	0.0742538720369339,-0.005724402144551277,0.004362181760370731,0.00892562884837389,0.24800337851047516,0.32005560398101807
34170_0022_A_293	0.05929381027817726,-0.0008057523518800735,0.004690707661211491,0.00528534222394228,0.24437038600444794,0.3381906747817993
34170_0022_A_302	0.013397220522165298,0.03118753992021084,-0.005083574913442135,0.011865627951920033,0.09751763194799423,0.08123129606246948
34170_0022_A_295	0.0512518472969532,0.00708787702023983,-0.017108209431171417,0.05439731106162071,0.08705296367406845,0.14402973651885986
34170_0022_A_298	0.029190395027399063,0.010943910107016563,0.01864316686987877,0.012057025916874409,0.12069957703351974,0.07044263184070587
34170_0022_A_299	0.022661451250314713,0.047812871634960175,-0.018777474761009216,0.040752213448286057,0.06546520441770554,0.2656564712524414
34170_0022_A_300	0.028140876442193985,0.0034538786858320236,-0.02759624645113945,-0.0003019601572304964,0.15254078805446625,0.06414805352687836
34170_0022_A_301	0.06606447696685791,0.11541604995727539,0.021295718848705292,0.09692998230457306,0.09285297244787216,0.19481119513511658
34170_0022_A_303	0.10976548492908478,0.13989292085170746,0.020645897835493088,0.04119923338294029,0.11581061035394669,0.10749970376491547
34170_0022_A_304	0.057210106402635574,0.11415863037109375,-0.012901226989924908,0.07338260114192963,0.09792723506689072,0.14806735515594482
34170_0022_A_305	0.09875978529453278,0.11219632625579834,8.332636207342148e-05,0.08401678502559662,0.0902213454246521,0.24696418642997742
34170_0022_A_308	0.026566658169031143,0.015406904742121696,-0.010929887183010578,-0.004864799790084362,0.12330994755029678,0.06228642165660858
34170_0022_A_309	0.0631815493106842,0.021912312135100365,0.044394154101610184,0.07154708355665207,0.16327281296253204,0.31661492586135864
34170_0022_A_310	0.0013593770563602448,0.07442203164100647,0.012956800870597363,0.08043565601110458,0.09037596732378006,0.10712277889251709
34170_0022_A_311	0.08476993441581726,0.06360708922147751,0.04168830066919327,0.06155771389603615,0.11574471741914749,0.2901543974876404
34170_0022_A_312	0.1368730515241623,0.1483539491891861,0.027977462857961655,0.05738357827067375,0.1322913020849228,0.18435324728488922
34170_0022_A_315	0.08330406248569489,0.10697152465581894,-0.02319560945034027,0.039550039917230606,0.05952336639165878,0.22276346385478973
34170_0022_A_316	0.01761070266366005,0.03663686662912369,0.009504402987658978,0.042336855083703995,0.0702320858836174,0.10905776917934418
34170_0022_A_319	0.10757657885551453,0.08965770900249481,0.009916297160089016,0.042149629443883896,0.10130160301923752,0.1178693026304245
34170_0022_A_322	0.03248043730854988,0.01070980541408062,-0.009473484940826893,0.029881354421377182,0.05729495733976364,0.09741352498531342
34170_0022_A_323	0.1366790533065796,0.16301114857196808,-0.05651947110891342,0.0011860847007483244,0.08135723322629929,0.16531279683113098
34170_0022_A_324	0.12693798542022705,0.7094963192939758,0.027003318071365356,0.04850296303629875,0.09650816768407822,0.1419084668159485
34170_0022_A_327	0.043101076036691666,-0.02117154188454151,0.09669095277786255,0.03282134607434273,0.1059185191988945,0.09038183093070984
34170_0022_A_328	0.09224215149879456,0.5143275856971741,0.06275227665901184,0.08438621461391449,0.09586917608976364,0.15921391546726227
34170_0022_A_329	0.0631815493106842,0.021912312135100365,0.044394154101610184,0.07154708355665207,0.16327281296253204,0.31661492586135864
