id	emotion
34170_0012_A_99	0.022879086434841156,0.018125079572200775,0.022053517401218414,0.01666434109210968,0.053673356771469116,0.02544858492910862
34170_0012_A_100	0.02146657556295395,0.016542581841349602,0.21419018507003784,0.14631763100624084,0.6209263801574707,0.0821649432182312
34170_0012_A_101	0.11127257347106934,0.037864938378334045,0.014225037768483162,0.013191115111112595,0.018147623166441917,0.06239047273993492
34170_0013_A_103	0.03617938607931137,0.024901222437620163,0.02895447425544262,0.014836790040135384,0.03733614832162857,0.017005328088998795
34170_0013_A_104	0.034198008477687836,0.02367250993847847,0.031347040086984634,0.015495696105062962,0.038255542516708374,0.017904508858919144
34170_0013_A_105	0.03923173248767853,0.0243365541100502,0.02663525380194187,0.013857983984053135,0.030801773071289062,0.021336626261472702
34170_0013_A_106	0.02436799183487892,0.021806471049785614,0.055322423577308655,0.01774536818265915,0.031178511679172516,0.027582664042711258
34170_0013_A_107	0.04356679320335388,0.04638970270752907,0.02472846210002899,0.016292918473482132,0.035059235990047455,0.031941115856170654
34170_0013_A_108	0.016976462677121162,0.035773638635873795,0.07351716607809067,0.01750280149281025,0.0315595418214798,0.038825809955596924
34170_0013_A_109	0.023844914510846138,0.012124369852244854,0.019119489938020706,0.01826775260269642,0.04310978204011917,0.1276906132698059
34170_0013_A_110	0.027240730822086334,0.02301919460296631,0.020687976852059364,0.01610706001520157,0.02495373785495758,0.021612023934721947
34170_0014_A_112	0.09503144025802612,0.0310909915715456,0.040240202099084854,0.018487796187400818,0.918380856513977,0.07532981038093567
34170_0014_A_113	0.1427510380744934,0.1464102566242218,0.021074537187814713,0.031868256628513336,0.029625944793224335,0.026743624359369278
34170_0015_A_115	0.019816804677248,0.023877352476119995,0.1075717955827713,0.016617238521575928,0.037355728447437286,0.034702543169260025
34170_0015_A_116	0.05299602448940277,0.21337823569774628,0.036102764308452606,0.01958092860877514,0.03052983060479164,0.058026447892189026
34170_0015_A_117	0.17019352316856384,2.1477866172790527,0.08864381909370422,0.05586831271648407,0.035106875002384186,0.05902925878763199
34170_0015_A_118	0.055278509855270386,0.033004872500896454,0.016164405271410942,0.01780141517519951,0.027453001588582993,0.06892343610525131
34170_0015_A_119	0.0325801856815815,0.3137722611427307,0.03790640830993652,0.037236686795949936,0.02388882264494896,0.1371457278728485
34170_0015_A_120	0.021835152059793472,0.012687153182923794,0.019816141575574875,0.017779042944312096,0.048529252409935,0.05011247098445892
34170_0015_A_121	0.06917575001716614,0.4159558415412903,0.08811122179031372,0.033671826124191284,0.035412974655628204,0.20939162373542786
34170_0016_A_123	0.06857813894748688,0.05345597863197327,0.02553478442132473,0.013304105959832668,0.015967268496751785,0.018485506996512413
34170_0016_A_124	0.052988700568675995,0.409667432308197,0.1395975947380066,0.06739991903305054,0.018007300794124603,0.05961013585329056
34170_0016_A_125	0.06728622317314148,0.3115476965904236,0.03440643846988678,0.08101770281791687,0.021608609706163406,0.025696754455566406
34170_0016_A_126	0.03893858194351196,0.028705567121505737,0.019179539754986763,0.01158277876675129,0.02446063607931137,0.022253885865211487
34170_0016_A_127	0.032638415694236755,0.02559228427708149,0.019896669313311577,0.012015439569950104,0.027077652513980865,0.023009691387414932
34170_0016_A_128	0.03506078943610191,0.08419811725616455,0.31471455097198486,0.02598879486322403,0.06627604365348816,0.03487730026245117
34170_0016_A_129	0.07432384788990021,0.05857547000050545,0.02189614251255989,0.015830012038350105,0.035900674760341644,0.4202863276004791
34170_0016_A_130	0.038108497858047485,0.04850728064775467,0.02608247473835945,0.023706747218966484,0.07204622030258179,0.039393648505210876
34170_0016_A_131	0.049113787710666656,0.22479087114334106,0.027211617678403854,0.3634244203567505,0.023044519126415253,0.05949215218424797
34170_0016_A_132	0.18305468559265137,0.09108473360538483,0.00982685200870037,0.055281028151512146,0.035145387053489685,0.19282090663909912
34170_0016_A_133	0.10644230246543884,0.0630791187286377,0.015123574994504452,0.01445264182984829,0.026925452053546906,0.12273620069026947
34170_0016_A_134	0.1058567613363266,0.06616827100515366,0.01568201184272766,0.01627209782600403,0.03179313242435455,0.15040108561515808
34170_0016_A_135	0.045482635498046875,0.022720593959093094,0.015309305861592293,0.019172292202711105,0.051461659371852875,0.156002476811409
34170_0016_A_136	0.186465322971344,1.79595148563385,0.05635229870676994,0.03136478364467621,0.027967263013124466,0.10985896736383438
34170_0017_A_139	0.054670222103595734,0.041976746171712875,0.020919740200042725,0.017101388424634933,0.015883132815361023,0.019074706360697746
34170_0017_A_140	0.046263448894023895,0.03272458165884018,0.019414540380239487,0.012298529036343098,0.02770359441637993,0.01783711463212967
34170_0017_A_141	0.025701725855469704,0.08361553400754929,0.024333156645298004,0.03380260244011879,0.034358590841293335,0.24765737354755402
34170_0017_A_142	0.03218430280685425,0.022719603031873703,0.01887323334813118,0.01719442568719387,0.020499270409345627,0.022854624316096306
34170_0017_A_143	0.1270122528076172,0.1270918846130371,0.02600100450217724,0.0071081859059631824,0.119061179459095,0.054082710295915604
34170_0017_A_144	0.0776565745472908,0.1681760996580124,0.01703888177871704,0.014040165580809116,0.046982116997241974,0.137611985206604
34170_0017_A_145	0.2597798705101013,0.1313064843416214,0.024060804396867752,0.01419803872704506,0.018071671947836876,0.01880504935979843
34170_0017_A_146	0.0750817134976387,0.029283521696925163,0.017486266791820526,0.01474909670650959,0.05494006723165512,0.1535220891237259
34170_0017_A_147	0.0222751684486866,0.0205465666949749,0.18062205612659454,0.0318644754588604,0.04120076447725296,0.10275939106941223
34170_0017_A_148	0.05674270913004875,0.08103276789188385,0.0231977179646492,0.039684224873781204,0.07144090533256531,0.3557090163230896
34170_0017_A_149	0.40120893716812134,0.3747285008430481,0.04000275582075119,0.021400177851319313,0.01775452308356762,0.01974848285317421
34170_0017_A_150	0.23034800589084625,0.16599008440971375,0.035069163888692856,0.020060235634446144,0.016657203435897827,0.019153185188770294
34170_0017_A_151	0.03539038449525833,0.02282395027577877,0.06469827145338058,0.09256361424922943,0.15278008580207825,0.49476784467697144
34170_0017_A_152	0.14488649368286133,1.490896463394165,0.09899349510669708,0.09954553842544556,0.029894771054387093,0.04893860965967178
34170_0017_A_153	0.07071278244256973,0.06764180958271027,0.021677065640687943,0.012536522001028061,0.015279900282621384,0.02082420140504837
34170_0017_A_154	0.05736773461103439,0.05040819197893143,0.023953048512339592,0.015455812215805054,0.01618868298828602,0.020408766344189644
34170_0017_A_155	0.019851846620440483,0.06157909706234932,0.2608077824115753,0.040636949241161346,0.02289563976228237,0.05128549039363861
34170_0017_A_156	0.11602319031953812,0.42552661895751953,0.020842932164669037,0.01444422360509634,0.01824154518544674,0.06537134945392609
34170_0017_A_157	0.04898791015148163,0.13848578929901123,0.02367536351084709,0.1604977697134018,0.017299924045801163,0.050518330186605453
34170_0017_A_158	0.0437595471739769,0.04152031987905502,0.018465686589479446,0.009905794635415077,0.028032789006829262,0.026351142674684525
34170_0017_A_159	0.08009883761405945,0.05420289933681488,0.029715484008193016,0.017306357622146606,0.023551831021904945,0.01509202178567648
34170_0017_A_160	0.06476564705371857,0.04427473247051239,0.029222046956419945,0.015802206471562386,0.030053861439228058,0.014970242977142334
34170_0017_A_161	0.05055953562259674,0.032600708305835724,0.02885037288069725,0.013946588151156902,0.042529571801424026,0.03854977339506149
34170_0017_A_162	0.05105755105614662,0.04641464725136757,0.02395344153046608,0.01378562767058611,0.03909044712781906,0.020259607583284378
34170_0017_A_163	0.03493895009160042,0.14135843515396118,0.3560567796230316,0.15609338879585266,0.032136138528585434,0.03997387737035751
34170_0017_A_164	0.040639348328113556,0.07014121115207672,0.02226024866104126,0.032795876264572144,0.016833771020174026,0.01973193697631359
34170_0017_A_165	0.01945527456700802,0.03131720423698425,0.10737006366252899,0.2836760878562927,0.0551924966275692,0.17752479016780853
34170_0017_A_166	0.04277046024799347,0.07194983959197998,0.08468922972679138,0.07452880591154099,0.015219997614622116,0.036979831755161285
34170_0017_A_167	0.26302212476730347,1.737781047821045,0.06943273544311523,0.05197567492723465,0.022765688598155975,0.08178755640983582
34170_0017_A_168	0.26197710633277893,0.06898356974124908,0.01857732981443405,0.010355096310377121,0.03278791531920433,0.22370624542236328
34170_0017_A_169	0.5681843161582947,0.14106285572052002,0.02242416888475418,0.011065637692809105,0.020746398717164993,0.06406307220458984
34170_0017_A_173	0.0818258672952652,0.05967595428228378,0.038933590054512024,0.030662287026643753,0.01909487321972847,0.18659794330596924
34170_0017_A_170	0.037852849811315536,0.032268378883600235,0.020998645573854446,0.024816811084747314,0.04456188529729843,0.43326571583747864
34170_0017_A_172	0.07440304011106491,0.0597255676984787,0.0368509478867054,0.034252606332302094,0.01601984351873398,0.12371765077114105
34170_0017_A_175	0.05344855785369873,0.0420430563390255,0.026934122666716576,0.018027573823928833,0.02138732187449932,0.016265423968434334
34170_0017_A_176	0.05016046017408371,0.04219277203083038,0.026833679527044296,0.018390581011772156,0.020252570509910583,0.015913093462586403
34170_0017_A_178	0.21664899587631226,0.09270237386226654,0.01832934468984604,0.007681845687329769,0.0677730143070221,0.09336329251527786
34170_0017_A_179	0.036030251532793045,0.15725477039813995,0.1399824619293213,0.03205908462405205,0.021970175206661224,0.03585407882928848
34170_0017_A_181	0.06775984168052673,0.08473940193653107,0.03036452643573284,0.011005531996488571,0.016966737806797028,0.053061582148075104
34170_0017_A_182	0.052252039313316345,0.0856020599603653,0.046595580875873566,0.28265777230262756,0.08104684948921204,0.173105388879776
34170_0017_A_184	0.06681768596172333,0.015354916453361511,0.01697070337831974,0.01689942181110382,0.055117569863796234,0.06261877715587616
34170_0017_A_185	0.029546894133090973,0.014082646928727627,0.018591349944472313,0.03463102877140045,0.06484390795230865,0.06121690571308136
34170_0017_A_187	0.028690844774246216,0.012138742953538895,0.023097490891814232,0.032171789556741714,0.08642396330833435,0.05158836767077446
34170_0017_A_188	0.023022811859846115,0.019918490201234818,0.11431188136339188,1.1780027151107788,0.12931479513645172,0.19128255546092987
34170_0017_A_189	0.05437241867184639,0.06120702624320984,0.053793635219335556,0.08804962784051895,0.42586225271224976,0.1643497347831726
34170_0017_A_191	0.5131409168243408,0.1471526026725769,0.030645444989204407,0.010586430318653584,0.028865009546279907,0.0314582884311676
34170_0017_A_192	0.08013106882572174,0.05542740598320961,0.02023746445775032,0.0096035310998559,0.024897349998354912,0.03141171485185623
34170_0017_A_193	0.02732500061392784,0.025524798780679703,0.03012518584728241,0.04961147904396057,0.1037362739443779,0.094913549721241
34170_0017_A_194	0.014269117265939713,0.015298964455723763,0.029255714267492294,0.6661754250526428,0.07215195149183273,0.10053256154060364
34170_0017_A_195	1.8683223724365234,0.8761473894119263,0.05684260278940201,0.028997326269745827,0.06098857522010803,0.051978081464767456
34170_0017_A_196	0.5317491292953491,0.9094204306602478,0.03584423288702965,0.013846908695995808,0.031234830617904663,0.04665885493159294
34170_0017_A_198	0.12957283854484558,0.11769378185272217,0.02466570772230625,0.016101239249110222,0.01853800006210804,0.04447537660598755
34170_0017_A_199	0.08006665110588074,0.03865863382816315,0.024994734674692154,0.01666158251464367,0.04870820418000221,0.24579384922981262
34170_0017_A_200	0.03061581403017044,0.05165737867355347,0.017517270520329475,0.009270638227462769,0.02491069585084915,0.04411491006612778
34170_0019_A_207	0.037204328924417496,0.035309843719005585,0.0190046988427639,0.014252908527851105,0.07720343768596649,0.0673610270023346
34170_0019_A_208	0.050417959690093994,0.049753330647945404,0.014778124168515205,0.011656802147626877,0.025738239288330078,0.029409058392047882
34170_0019_A_209	0.025027159601449966,0.05943918228149414,0.01847376860678196,0.018021268770098686,0.029917895793914795,0.04741134122014046
34170_0019_A_210	0.029886510223150253,0.02402913197875023,0.022863760590553284,0.010588832199573517,0.027967914938926697,0.030376119539141655
34170_0019_A_217	0.06327029317617416,0.034261737018823624,0.026074644178152084,0.010487774387001991,0.01885303482413292,0.04189128428697586
34170_0019_A_219	0.0871259868144989,0.2148362696170807,0.01724921725690365,0.020454462617635727,0.02249770238995552,0.0539434589445591
34170_0019_A_225	0.027538053691387177,0.02857654169201851,0.021332571282982826,0.021935824304819107,0.0238341111689806,0.020028501749038696
34170_0019_A_226	0.4328780770301819,0.20226362347602844,0.028556130826473236,0.013801157474517822,0.02874656207859516,0.44342106580734253
34170_0019_A_231	0.03994689881801605,0.03046044148504734,0.019216163083910942,0.02036339044570923,0.01761474460363388,0.019511990249156952
34170_0020_A_238	0.1115875318646431,0.48494917154312134,0.02524607442319393,0.01613553613424301,0.014598267152905464,0.03587771952152252
34170_0020_A_239	0.09417711198329926,0.4111700654029846,0.024471525102853775,0.018193965777754784,0.013688545674085617,0.03499596193432808
34170_0020_A_240	0.024158023297786713,0.03918592631816864,0.06537198275327682,0.030085211619734764,0.02149473875761032,0.02659137174487114
34170_0020_A_241	0.012730315327644348,0.026384834200143814,0.02358771115541458,0.034970223903656006,0.039682742208242416,0.044718071818351746
34170_0020_A_242	0.027926955372095108,0.012034633196890354,0.027494557201862335,0.07219585031270981,0.39183300733566284,0.174569770693779
34170_0020_A_243	0.02913331612944603,0.03156188875436783,0.024587398394942284,1.2113966941833496,0.10760918259620667,0.10648550093173981
34170_0020_A_246	0.06821900606155396,0.04559812322258949,0.02717641368508339,0.012423768639564514,0.020331893116235733,0.019252898171544075
34170_0020_A_247	0.14971396327018738,0.2274562120437622,0.030838407576084137,0.009801069274544716,0.03248158097267151,0.02206752821803093
34170_0020_A_251	0.04499155282974243,0.03334127366542816,0.02843971736729145,0.011593871749937534,0.02962353080511093,0.03674788773059845
34170_0020_A_252	0.047644905745983124,0.03158711642026901,0.027536284178495407,0.013377930968999863,0.02612847462296486,0.02521532028913498
34170_0021_A_255	0.04172006994485855,0.011889541521668434,0.042251382023096085,0.014642773196101189,0.5829112529754639,0.18808168172836304
34170_0021_A_257	0.05942735821008682,0.04335387423634529,0.02775787003338337,0.019630232825875282,0.02104957401752472,0.016309356316924095
34170_0021_A_259	0.02632370963692665,0.01753189042210579,0.18885792791843414,0.023414332419633865,1.1927073001861572,0.11038783192634583
34170_0021_A_261	0.20163816213607788,0.20429253578186035,0.02721460536122322,0.019743558019399643,0.02395191788673401,0.016055317595601082
34170_0021_A_262	0.030314922332763672,0.0152288768440485,0.034783244132995605,0.02013673260807991,0.7003588676452637,0.12390510737895966
34170_0022_A_265	0.027539905160665512,0.027283787727355957,0.018883932381868362,0.014222882688045502,0.029162149876356125,0.028402745723724365
34170_0022_A_266	0.10265497863292694,0.04653165489435196,0.0265691876411438,0.009379640221595764,0.04680338501930237,0.020651111379265785
34170_0022_A_267	0.10732294619083405,0.05400663614273071,0.025886040180921555,0.010413020849227905,0.040445685386657715,0.02031540684401989
34170_0022_A_268	0.025957312434911728,0.017144953832030296,0.018249064683914185,0.019167747348546982,0.03829467296600342,0.03914982080459595
34170_0022_A_269	0.039704855531454086,0.01058444008231163,0.02407895028591156,0.016365494579076767,0.08523911982774734,0.21599149703979492
34170_0022_A_270	0.025759929791092873,0.009933937340974808,0.014934366568922997,0.030601292848587036,0.08331131935119629,0.0934082493185997
34170_0022_A_271	0.0657074823975563,0.05125059187412262,0.028405185788869858,0.0300632044672966,0.13425961136817932,0.10890801250934601
34170_0022_A_272	0.16917382180690765,2.0202109813690186,0.07362279295921326,0.042725641280412674,0.030801039189100266,0.05352582037448883
34170_0022_A_273	0.032893262803554535,0.020134374499320984,0.01846720278263092,0.012915292754769325,0.03226657584309578,0.027359161525964737
34170_0022_A_276	0.032893262803554535,0.020134374499320984,0.01846720278263092,0.012915292754769325,0.03226657584309578,0.027359161525964737
34170_0022_A_279	0.058581799268722534,0.03967725485563278,0.019835421815514565,0.010577287524938583,0.03571031987667084,0.018274176865816116
34170_0022_A_280	0.033226706087589264,0.019762331619858742,0.01767384260892868,0.012737681157886982,0.03535432368516922,0.04231444001197815
34170_0022_A_281	0.05931729078292847,0.039552170783281326,0.019980886951088905,0.01679343357682228,0.02509729005396366,0.015977200120687485
34170_0022_A_282	0.0402810201048851,0.02835218235850334,0.022054335102438927,0.015230108052492142,0.028589360415935516,0.019407756626605988
34170_0022_A_283	0.04877962917089462,0.03603770583868027,0.02275964245200157,0.014310445636510849,0.027347426861524582,0.017934750765562057
34170_0022_A_284	0.04603893682360649,0.05257227644324303,0.02387012541294098,0.011976617388427258,0.0354960635304451,0.23444707691669464
34170_0022_A_285	0.049744874238967896,0.04024238884449005,0.02874762937426567,0.010961366817355156,0.04075101390480995,0.01964086852967739
34170_0022_A_286	0.04603893682360649,0.05257227644324303,0.02387012541294098,0.011976617388427258,0.0354960635304451,0.23444707691669464
34170_0022_A_287	0.06020309031009674,0.04096256196498871,0.02542211301624775,0.014390625059604645,0.028148680925369263,0.01765502244234085
34170_0022_A_288	0.11193601787090302,0.11136987805366516,0.017238108441233635,0.0075545534491539,0.027355335652828217,0.040014587342739105
34170_0022_A_291	0.06435669958591461,0.028492892161011696,0.022425176575779915,0.01155437808483839,0.03969477489590645,0.021418360993266106
34170_0022_A_292	0.13541021943092346,0.020541774109005928,0.017844505608081818,0.009310781955718994,0.08087338507175446,0.06363669037818909
34170_0022_A_293	0.04442288726568222,0.01385761983692646,0.035873353481292725,0.014826096594333649,0.23754331469535828,0.21407777070999146
34170_0022_A_302	0.04333510994911194,0.03188532218337059,0.033572010695934296,0.010875638574361801,0.03894747048616409,0.020599372684955597
34170_0022_A_295	0.03340696170926094,0.02403854764997959,0.01925644651055336,0.015330370515584946,0.01856253296136856,0.026492157950997353
34170_0022_A_298	0.03734003007411957,0.02646518498659134,0.028839271515607834,0.013188356533646584,0.06458661705255508,0.01799301616847515
34170_0022_A_299	0.026926226913928986,0.013636958785355091,0.023232456296682358,0.010704664513468742,0.11167929321527481,0.06940320879220963
34170_0022_A_300	0.03511960804462433,0.031500060111284256,0.028312508016824722,0.013706827536225319,0.038307614624500275,0.01671462506055832
34170_0022_A_301	0.026656653732061386,0.09578465670347214,0.021017486229538918,0.015071525238454342,0.02213072031736374,0.0703129917383194
34170_0022_A_303	0.10370767116546631,0.10993826389312744,0.017541024833917618,0.008115872740745544,0.026572050526738167,0.035315077751874924
34170_0022_A_304	0.05089034140110016,0.03969791531562805,0.029374469071626663,0.010793338529765606,0.03301876038312912,0.022602872923016548
34170_0022_A_305	0.027944236993789673,0.022742949426174164,0.02928333356976509,0.012161338701844215,0.03360610455274582,0.05149155855178833
34170_0022_A_308	0.018857095390558243,0.01321745291352272,0.03744111582636833,0.014870481565594673,0.06430938094854355,0.11676473915576935
34170_0022_A_309	0.029314201325178146,0.012337291613221169,0.04043392837047577,0.02753121219575405,0.49705076217651367,0.17087651789188385
34170_0022_A_310	0.025434739887714386,0.03548210486769676,0.01707315258681774,0.026658382266759872,0.021697472780942917,0.025690710172057152
34170_0022_A_311	0.05276117101311684,0.03381572663784027,0.01618986949324608,0.009590125642716885,0.03799908980727196,0.062379494309425354
34170_0022_A_312	0.08342039585113525,0.11419200897216797,0.0187650378793478,0.00832444615662098,0.021699998527765274,0.04776250571012497
34170_0022_A_315	0.022332321852445602,0.011201859451830387,0.0224246047437191,0.019979847595095634,0.09177765250205994,0.1407364010810852
34170_0022_A_316	0.03875565528869629,0.02793215960264206,0.02512400969862938,0.019151857122778893,0.019951391965150833,0.019712718203663826
34170_0022_A_319	0.11193601787090302,0.11136987805366516,0.017238108441233635,0.0075545534491539,0.027355335652828217,0.040014587342739105
34170_0022_A_322	0.028473563492298126,0.02484593540430069,0.02955440804362297,0.02072787471115589,0.020490877330303192,0.02044791541993618
34170_0022_A_323	0.13892868161201477,0.4369105100631714,0.01761867105960846,0.011172070167958736,0.014179030433297157,0.07539042085409164
34170_0022_A_324	0.23383404314517975,1.1257482767105103,0.035364940762519836,0.015369969420135021,0.020649973303079605,0.052301257848739624
34170_0022_A_327	0.0178192388266325,0.011340077966451645,0.03823275864124298,0.02184148132801056,0.07742156088352203,0.1825943887233734
34170_0022_A_328	0.040856655687093735,0.5226309299468994,0.11302951723337173,0.013844468630850315,0.04223979264497757,0.191266268491745
34170_0022_A_329	0.029314201325178146,0.012337291613221169,0.04043392837047577,0.02753121219575405,0.49705076217651367,0.17087651789188385
34170_0022_A_330	0.043498024344444275,0.03726304695010185,0.014490778557956219,0.01107967458665371,0.02532138302922249,0.04258579760789871
34170_0022_A_331	0.08250351995229721,0.18654172122478485,0.020915716886520386,0.00861288234591484,0.022413022816181183,0.05435322970151901
34170_0022_A_334	0.05553028732538223,0.04128535836935043,0.022170305252075195,0.01506003923714161,0.024165475741028786,0.01984833925962448
