id	emotion
34170_0012_A_84	0.032977886497974396,0.050441790372133255,0.007971386114756266,0.002560822293162346,0.0542946079125007,0.03620812203735113
34170_0012_A_85	0.03198409949739774,0.04966572547952334,0.007525221755107244,0.0040172965576251345,0.0564613901078701,0.03506720997393131
34170_0012_A_86	0.03289190183083216,0.05104737728834152,0.010415000220139822,0.0021570753306150436,0.05702365003526211,0.03555594850331545
34170_0012_A_87	0.03189506630102793,0.05032056445876757,0.00725734606385231,0.0028598960489034653,0.05709854637583097,0.03530176728963852
34170_0012_A_88	0.03486230596899986,0.05236957470575968,0.00755149374405543,0.0038269770642121634,0.05595178840061029,0.036860206785301365
34170_0012_A_89	0.03302539015809695,0.05119311809539795,0.007898797591527304,0.0027115860333045325,0.056623294949531555,0.0366824958473444
34170_0012_A_90	0.014463433374961218,0.04328722879290581,0.008353548124432564,0.03946014617880186,0.03156789888938268,0.03397905454039574
34170_0012_A_92	0.027200474093357723,0.014985132962465286,0.010950281595190367,0.021088475361466408,0.04670007837315401,0.07139664640029271
34170_0012_A_94	0.005982499569654465,0.019038851062456768,0.02140132151544094,0.03526881833871206,0.055334851145744324,0.13167367378870645
34170_0012_A_96	0.037602681666612625,0.09068688626090686,0.021556702132026356,0.02531136106699705,0.04338909685611725,0.07815101059774558
34170_0012_A_98	0.01706339294711749,0.04646052916844686,0.025039798269669216,0.011936169428129991,0.04577614118655523,0.04101388528943062
34170_0012_A_99	0.0046289948125680285,0.0460075835386912,-0.0041515591243902845,0.012230603257194161,0.05859152724345525,0.05197285177807013
34170_0012_A_100	0.004800538221995036,0.024145128205418587,0.12508754432201385,0.092415618399779,0.33692848682403564,0.08029924829800923
34170_0012_A_101	0.07804408421119054,0.03813535844286283,-0.004249819243947665,0.028745654970407486,0.09990402745703857,0.27387431139747304
34170_0013_A_103	0.00636696070432663,0.022331266353527706,0.002014337107539177,0.0033760759979486465,0.09207348773876826,0.04195606708526611
34170_0013_A_104	0.007960134496291479,0.021580641468365986,0.003928980479637782,0.003487025387585163,0.09762450307607651,0.045437914629777275
34170_0013_A_105	0.01149622475107511,0.02017508881787459,0.002253840987881025,0.00012313357243935266,0.09355318049589793,0.05223984271287918
34170_0013_A_106	0.013988743846615156,0.018035336087147396,0.03435490901271502,0.01643978206751247,0.08301900575558345,0.07363007093469302
34170_0013_A_107	0.011899673690398535,0.03743889555335045,0.028420183807611465,0.028847405686974525,0.05072810376683871,0.08878169457117717
34170_0013_A_108	0.00549486589928468,0.04668990150094032,0.056681069235006966,0.023369377478957176,0.055832456797361374,0.06447917595505714
34170_0013_A_109	-0.004334236184755961,0.029498525895178318,0.03420861686269442,0.04471379332244396,0.07906559606393178,0.1394603947798411
34170_0013_A_110	0.006541724627216657,0.01645538955926895,0.012377788002292315,0.03245435903469721,0.06343880792458852,0.05879677273333073
34170_0014_A_112	0.07858311881621678,0.05419731450577577,0.02028481165568034,-0.0017971185346444447,0.5822441180547079,0.0985032245516777
34170_0014_A_113	0.0900861993432045,0.10904362176855405,0.013832210252682367,0.030163417259852093,0.10392149537801743,0.06296664476394653
34170_0015_A_115	0.013368096202611923,0.05403031036257744,0.14190017183621725,0.03222414354483286,0.09143325438102086,0.08919428537289302
34170_0015_A_116	0.026787233849366505,0.11093056698640187,0.04781178757548332,0.02955499601860841,0.04987481546898683,0.12331941723823547
34170_0015_A_117	0.1677602877219518,1.5050264994303386,0.07136753271333873,0.039335256054376565,0.04842618852853775,0.16780788948138556
34170_0015_A_118	0.05065492664774259,0.05886987845102946,0.0053529633829991026,0.03481293593843778,0.047722371915976204,0.133211021622022
34170_0015_A_119	0.04396665592988332,0.32333267231782276,0.07602481047312419,0.05816766992211342,0.051216269532839455,0.20110647877057394
34170_0015_A_120	0.01646370068192482,0.023382058677573998,0.023063228155175846,0.0363318690409263,0.06010247270266215,0.08478154117862384
34170_0015_A_121	0.048372842371463776,0.21600179374217987,0.0578727958103021,0.022675834828987718,0.09560179213682811,0.2258440007766088
34170_0016_A_123	0.0071067338188489275,0.03648064658045769,0.006628917530179024,0.02559038468947013,0.07378889496127765,0.09492519187430541
34170_0016_A_124	0.04522028068701426,0.21217352648576102,0.16049369176228842,0.05803727855285009,0.06221426775058111,0.14024330427249274
34170_0016_A_125	0.03674908603231112,0.1981732894976934,0.016319784025351208,0.05673902854323387,0.053606885795791946,0.05322369188070297
34170_0016_A_126	0.017549052834510803,0.020613128940264385,0.016777325499181945,0.027209287509322166,0.07402898619572322,0.08007585505644481
34170_0016_A_127	0.013167286912600199,0.021553841109077137,0.019062193809077144,0.023813762391606968,0.0942903682589531,0.08278065050641696
34170_0016_A_128	0.0417584553360939,0.10753037532170613,0.24884707232316336,0.0180077754581968,0.15091759959856668,0.06217423205574354
34170_0016_A_129	0.0553678460419178,0.06362843389312427,0.03074941784143448,0.023341394339998562,0.0489820142587026,0.3623046875
34170_0016_A_130	0.05789933726191521,0.08705069869756699,0.012745012839635214,0.01929627948751052,0.06882928808530171,0.06506434082984924
34170_0016_A_131	0.0185097170372804,0.12282782047986984,0.09093501791357994,0.19211949904759726,0.041216996808846794,0.1265652465323607
34170_0016_A_132	0.21535799403985342,0.09027722974618275,0.019132183243830998,0.06339887032906215,0.06451081981261571,0.2393693427244822
34170_0016_A_133	0.13193262616793314,0.07948383316397667,0.023213280054430168,-0.0045001208782196045,0.0821344330906868,0.21181578437487283
34170_0016_A_134	0.10936152810851733,0.07583458535373211,0.01080749494334062,0.022837333381175995,0.07892181724309921,0.19841191669305167
34170_0016_A_135	0.04614632700880369,0.041639198238650955,0.00983797200024128,0.024442145290474098,0.08724755793809891,0.22493633131186166
34170_0016_A_136	0.20038475096225739,1.3023093938827515,0.03702646493911743,0.02653645258396864,0.05409295236070951,0.17327372481425604
34170_0017_A_139	0.012069272498289743,0.03991633281111717,0.0031655716399351754,0.041557783260941505,0.03595616233845552,0.04428762507935365
34170_0017_A_140	0.01615476484100024,0.033314067870378494,0.0008346140384674072,0.016912515585621197,0.0736360065639019,0.05361548066139221
34170_0017_A_141	0.03577477050324281,0.1246449425816536,0.07242124030987422,0.04939335212111473,0.052997360626856484,0.3513776510953903
34170_0017_A_142	0.009151517103115717,0.02723806103070577,0.004519245897730191,0.04612972401082516,0.038626384610931076,0.05812914979954561
34170_0017_A_143	0.048424117267131805,0.07416425893704097,0.02136548430037995,0.005934924352914095,0.1259912649790446,0.0813288576900959
34170_0017_A_144	0.03847170745333036,0.09877848376830418,0.03142015139261881,0.03399021954586109,0.06540100773175557,0.16258735954761505
34170_0017_A_145	0.12494747216502826,0.09107665220896403,0.007945723831653595,0.040782896180947624,0.05709438336392244,0.04870620742440224
34170_0017_A_146	0.034283991903066635,0.03196375382443269,0.011600779369473457,0.02685580961406231,0.07766527682542801,0.1621842881043752
34170_0017_A_147	0.028354063630104065,0.030119802802801132,0.1310014377037684,0.035046753784020744,0.07725336402654648,0.1240752786397934
34170_0017_A_148	0.02772630751132965,0.05248346676429113,0.02288711940248807,0.0754701557258765,0.0673245241244634,0.2699001580476761
34170_0017_A_149	0.18957403674721718,0.1771029382944107,0.02177330230673154,0.03430783065656821,0.04111731487015883,0.049135720978180565
34170_0017_A_150	0.13033866261442503,0.11112310985724132,0.02396407482835154,0.02578151226043701,0.04578600202997526,0.07546554505825043
34170_0017_A_151	0.12654310961564383,0.040479639545083046,0.06845280155539513,0.04531374201178551,0.10235448181629181,0.8709551692008972
34170_0017_A_152	0.13468375305334726,0.6656871537367502,0.09819912413756053,0.09290796394149463,0.0815075213710467,0.2460843895872434
34170_0017_A_153	0.04877912377317747,0.05767805129289627,0.0066746703038613004,0.0234866210569938,0.0471014982710282,0.06410579507549603
34170_0017_A_154	0.03369567667444547,0.04518702129522959,0.011470416560769081,0.02908220887184143,0.04982317673663298,0.08540903218090534
34170_0017_A_155	0.004996610805392265,0.05292323107520739,0.28875844677289325,0.08136833955844243,0.04252430113653342,0.06864432493845622
34170_0017_A_156	0.12570622811714807,0.4035909175872803,0.028889000415802002,0.015079475240781903,0.050162077570954956,0.13577056427796683
34170_0017_A_157	0.038948102543751396,0.10176677753527959,0.0060110737880071,0.20280361672242483,0.02311312034726143,0.10443918779492378
34170_0017_A_158	0.023021038621664047,0.03661304588119189,0.010461175814270973,0.021111552293101948,0.062445370480418205,0.07254849498470624
34170_0017_A_159	0.026231481383244198,0.02987850457429886,0.02349587537658711,0.0198281891644001,0.06436200998723507,0.05193135980516672
34170_0017_A_160	0.01991294076045354,0.02313521256049474,0.026895133856063087,0.017606517610450585,0.07893474400043488,0.0623892198006312
34170_0017_A_161	0.017422651251157124,0.01776944225033124,0.024349243690570194,0.014703058948119482,0.08173201605677605,0.0713560866812865
34170_0017_A_162	0.05113658929864565,0.04448565095663071,-0.0029029138386249542,0.028848407479623955,0.05032007706662019,0.10640757406751315
34170_0017_A_163	0.019107722987731297,0.09609273821115494,0.23658059537410736,0.19046867142120996,0.0770296889046828,0.12446413685878117
34170_0017_A_164	0.023481248567501705,0.06777466833591461,0.009245915959278742,0.032988941917816796,0.03875114520390829,0.055744399006168045
34170_0017_A_165	0.006782384589314461,0.052701334158579506,0.07626486817995708,0.2797369162241618,0.076518464833498,0.23844357828299204
34170_0017_A_166	0.14997320622205734,0.1148163874944051,0.13144914557536444,0.07030492027600606,0.04930392652750015,0.09644417713085811
34170_0017_A_167	0.4663516879081726,1.199332316716512,0.054279073451956115,0.01302990068991979,0.05376946181058884,0.18938155472278595
34170_0017_A_168	0.1361906590561072,0.04508351348340511,0.026161084572474163,0.035511481265227,0.0816945880651474,0.2829910119374593
34170_0017_A_169	0.22722057128945986,0.06420689076185226,0.0327705821643273,0.06229808616141478,0.06866602972149849,0.14106923838456473
34170_0017_A_173	0.08063739414016406,0.05333878224094709,0.028529927134513855,0.017836783935005467,0.07640706126888593,0.24605198204517365
34170_0017_A_170	0.07410244271159172,0.03516629338264465,0.046381925543149315,0.030650032063325245,0.0895911157131195,0.7186868290106455
34170_0017_A_172	0.09483737498521805,0.0635913039247195,0.026473964254061382,0.031548500061035156,0.0662195086479187,0.20754770934581757
34170_0017_A_175	0.013989140590031942,0.02818465791642666,0.006222950294613838,0.015864928796266515,0.06866876967251301,0.05150004910926024
34170_0017_A_176	0.01651088148355484,0.029058420409758885,0.0025644140938917794,0.017499818466603756,0.06599266330401103,0.0480332418034474
34170_0017_A_178	0.1130044274032116,0.06823386251926422,0.027683318282167118,0.01272840293434759,0.09348103900750478,0.12333537389834721
34170_0017_A_179	0.0255432091653347,0.13920014103253683,0.16291461884975433,0.04422745481133461,0.04870745539665222,0.07981284707784653
34170_0017_A_181	0.04446860278646151,0.05951112198332945,0.056414476285378136,0.01693225186318159,0.06778718034426372,0.10763559738794963
34170_0017_A_182	0.09512507791320483,0.11467139919598897,0.06652228285868962,0.18925399581591287,0.12040180961290996,0.29741870363553363
34170_0017_A_184	0.06765725215276082,0.0454129030307134,0.013748735887929797,0.01787107593069474,0.06701486806074779,0.12056654691696167
34170_0017_A_185	0.026835544655720394,0.030705043114721775,0.022672649550562102,0.040481649339199066,0.13318180541197458,0.11555911600589752
34170_0017_A_187	0.028010930866003036,0.02838333199421565,0.038318365812301636,0.07605019584298134,0.18217561642328897,0.12690167998274168
34170_0017_A_188	0.05088860044876734,0.042952933038274445,0.15240419656038284,0.5569862624009451,0.15189897020657858,0.3147853761911392
34170_0017_A_189	0.06309540818134944,0.13809452205896378,0.04662145930342376,0.09012964119513829,0.24145652850468954,0.12628830472628275
34170_0017_A_191	0.3244892160097758,0.1041262224316597,0.023931136432414252,0.03953183970103661,0.07976645976305008,0.14862078428268433
34170_0017_A_192	0.10767767826716106,0.049487986912329994,0.02863527648150921,0.017537582976122696,0.08495224577685197,0.23451972752809525
34170_0017_A_193	0.034278826167186104,0.08683181926608086,0.1311931237578392,0.04330394168694814,0.12700879325469336,0.2197436516483625
34170_0017_A_194	0.004473460217316945,0.04370554847021898,0.04567661136388779,0.5420653522014618,0.0684717558324337,0.15404483675956726
34170_0017_A_195	1.374275803565979,0.5949633816878,0.09126013765732448,0.020369237288832664,0.09790755063295364,0.12507575750350952
34170_0017_A_196	0.43271757165590924,0.4340699513753255,0.03856186009943485,0.008985949369768301,0.09134628375371297,0.2291607198615869
34170_0017_A_198	0.057637772212425865,0.1048268328110377,0.00925722469886144,0.040974884604414306,0.03007490187883377,0.05530854438742002
34170_0017_A_199	0.039084531366825104,0.0651423508922259,0.011794844642281532,0.030613625422120094,0.05135787775119146,0.1474473662674427
34170_0017_A_200	0.01842304691672325,0.06169263273477554,0.026432212442159653,0.013324605611463388,0.06650331368048985,0.12700723111629486
34170_0019_A_207	0.014158343275388082,0.034658342599868774,0.015219688415527344,0.01602856838144362,0.2594584872325261,0.08409090588490169
34170_0019_A_208	0.025055192410945892,0.041269643853108086,0.0018391826500495274,0.015212169770772258,0.10489173730214436,0.044983247915903725
34170_0019_A_209	0.034913890063762665,0.103060116370519,0.012326163550217947,0.03061360865831375,0.055625845988591514,0.09687621022264163
34170_0019_A_210	0.017101234445969265,0.019921136399110157,0.01790888242733975,0.027417770276467007,0.060184172044197716,0.0498833761860927
34170_0019_A_217	0.02727471912900607,0.04140183577934901,0.00890801598628362,0.00389893539249897,0.044619222482045494,0.06709760303298633
34170_0019_A_219	0.14553995430469513,0.27964426577091217,-0.00021875711778799692,-0.0021868813782930374,0.053313770021001496,0.05940910677115122
34170_0019_A_225	-0.00019584596157073975,0.039918760458628334,0.00867044428984324,0.03618831063310305,0.051987526938319206,0.05744569127758344
34170_0019_A_226	0.3182613253593445,0.18232940634091696,-0.0003974524637063344,-0.018890348573525746,0.06111612108846506,0.23720737795035043
34170_0019_A_231	0.027003527929385502,0.04007807684441408,0.005974318211277326,0.03904930626352628,0.050847116857767105,0.0604956770936648
34170_0020_A_238	0.08995699509978294,0.5095996558666229,0.012058888251582781,0.0332647922138373,0.05078092527886232,0.09421536823113759
34170_0020_A_239	0.08372334018349648,0.44499098261197406,0.010520784805218378,0.031174286579092342,0.05587813879052798,0.10783039405941963
34170_0020_A_240	0.01334600398937861,0.054365597665309906,0.08016485969225566,0.0589014682918787,0.052893687039613724,0.05807200446724892
34170_0020_A_241	0.003863265117009481,0.02418203465640545,0.024890444629515212,0.04329551632205645,0.07793871934215228,0.06733481089274089
34170_0020_A_242	-0.0006429447482029597,0.014033907713989416,0.024590088054537773,0.085991566379865,0.22881323099136353,0.19906085232893625
34170_0020_A_243	-0.009136859327554703,0.029767602682113647,0.025518727178374927,1.0231453975041707,0.10213683793942134,0.11505537231763203
34170_0020_A_246	0.05112632984916369,0.07307946806152661,-0.0026608755191167197,0.01494319395472606,0.06357589736580849,0.05238803041477998
34170_0020_A_247	0.11451952656110127,0.16945688178141913,0.01448825312157472,0.0054055626193682356,0.0731794461607933,0.06132867683966955
34170_0020_A_251	0.020513885964949925,0.02437128747502963,0.024661518012483914,0.011690788514291247,0.08747950444618861,0.10900476078192393
34170_0020_A_252	0.020542610436677933,0.022946497425436974,0.032292564709981285,0.010946193321918448,0.08885371809204419,0.10480146110057831
34170_0021_A_255	0.0024087478717168174,0.028768328949809074,0.03279927807549635,0.020363295450806618,0.3015192237993081,0.1430632248520851
34170_0021_A_257	0.014372003575166067,0.021214645355939865,-0.0039190445095300674,0.01574586727656424,0.0639216626683871,0.03680732287466526
34170_0021_A_259	0.005497816950082779,0.03152155131101608,0.08122175373136997,0.015123011156295737,0.493044580022494,0.08212573329607646
34170_0021_A_261	0.15239801009496054,0.33081276218096417,0.004590476552645366,0.03885820570091406,0.06800087541341782,0.07197005363802116
34170_0021_A_262	-0.0005409320195515951,0.00044156921406586963,0.02782929812868436,0.03523864597082138,0.32213957359393436,0.1073259487748146
34170_0022_A_265	0.017541371285915375,0.03720283508300781,0.01372886635363102,0.017172259899477165,0.05129007498423258,0.05503439406553904
34170_0022_A_266	0.04207466542720795,0.02009701356291771,0.02574708196334541,0.012297816885014376,0.09302340944608052,0.05304380071659883
34170_0022_A_267	0.03554520383477211,0.022462529440720875,0.023077789694070816,0.006416117151578267,0.10462964077790578,0.055670926347374916
34170_0022_A_268	-0.0007476856311162313,0.021243464822570484,0.009832504515846571,0.024882855514685314,0.05918830136458079,0.062050990760326385
34170_0022_A_269	0.038610720386107765,0.016211162010828655,0.02643478848040104,0.022187450900673866,0.11271790911753972,0.26226838926474255
34170_0022_A_270	0.024120749905705452,0.01862972229719162,0.015681340747202437,0.05546863377094269,0.09863561143477757,0.14097308615843454
34170_0022_A_271	0.0638297771414121,0.07829967016975085,0.02496730846663316,0.024124369335671265,0.0977307731906573,0.10954409341017406
34170_0022_A_272	0.15681039169430733,1.4599923690160115,0.05796685876945654,0.0437280647456646,0.05350195740660032,0.132991890112559
34170_0022_A_273	0.01951337605714798,0.015950612723827362,0.0009431491295496622,0.01575653658558925,0.08192400510112445,0.03934586669007937
34170_0022_A_276	0.01951337605714798,0.015950612723827362,0.0009431491295496622,0.01575653658558925,0.08192400510112445,0.03934586669007937
34170_0022_A_279	0.019708304355541866,0.027035997559626896,0.008136835570136705,0.025189867864052456,0.21353106200695038,0.03943595662713051
34170_0022_A_280	0.020347385356823604,0.03261366051932176,0.014132530816520253,0.021254734757045906,0.07615216076374054,0.11442851896087329
34170_0022_A_281	0.01939946909745534,0.03467594708005587,0.010414004946748415,0.03079421321551005,0.06500344909727573,0.06475935503840446
34170_0022_A_282	0.026864343633254368,0.02818389981985092,0.02025056762310366,0.0003623254597187042,0.1256226822733879,0.08774427076180775
34170_0022_A_283	0.023051290462414425,0.02490203206737836,0.014798266192277273,0.011981442803516984,0.11368138467272122,0.057728311667839684
34170_0022_A_284	0.05652857571840286,0.08652537688612938,0.009789053350687027,0.026705840912957985,0.05005707964301109,0.2214799424012502
34170_0022_A_285	0.024722568690776825,0.03728099539875984,0.011585960785547892,0.004259913538893064,0.11862680936853091,0.04572959430515766
34170_0022_A_286	0.05652857571840286,0.08652537688612938,0.009789053350687027,0.026705840912957985,0.05005707964301109,0.2214799424012502
34170_0022_A_287	0.0195058969159921,0.028511662036180496,-0.004186833277344704,0.019177948435147602,0.09916114807128906,0.03744216759999593
34170_0022_A_288	0.06881404295563698,0.11879092454910278,0.01586010563187301,0.030013586084047954,0.07561829934517543,0.06872177124023438
34170_0022_A_291	0.02779846265912056,0.017100533470511436,0.007274183755119641,0.006638204368452231,0.09118352706233661,0.05333211955924829
34170_0022_A_292	0.05536400526762009,0.012635700404644012,0.009935180967052778,0.006244541456302007,0.11151642352342606,0.09087827801704407
34170_0022_A_293	0.026562345524628956,0.013551104192932447,0.017562095696727436,0.004192620515823364,0.16755420217911401,0.16313882172107697
34170_0022_A_302	0.022745779405037563,0.03848260579009851,0.01605381692449252,0.007330930170913537,0.11142973353465398,0.051219103236993156
34170_0022_A_295	0.012254443019628525,0.007953948030869165,-0.005417621384064357,0.041696494445204735,0.04398563876748085,0.058803953851262726
34170_0022_A_298	0.014334009339412054,0.025635456045468647,0.01910027302801609,0.02052042695383231,0.15029709786176682,0.04136051796376705
34170_0022_A_299	0.013959165662527084,0.03247939453770717,0.01254661257068316,0.005543995338181655,0.09969323376814525,0.10618818551301956
34170_0022_A_300	0.023496852566798527,0.029873718818028767,-0.00024538983901341754,-0.006224239865938823,0.12147952864567439,0.037367762376864753
34170_0022_A_301	0.06386654575665791,0.23023841033379236,0.0235065749535958,0.035237946547567844,0.040074589351812996,0.14447451134522757
34170_0022_A_303	0.07637565707166989,0.1489174539844195,0.010538847496112188,0.01672201541562875,0.07652653319140275,0.06703946615258853
34170_0022_A_304	0.013460930436849594,0.04037059967716535,0.026313703507184982,0.03479693674792846,0.07603353758653005,0.0658238846808672
34170_0022_A_305	0.014929760247468948,0.019728997101386387,0.01936154323630035,0.06366982621451218,0.07184066126743953,0.13546104232470194
34170_0022_A_308	0.012109008928140005,0.023518071820338566,0.00915984312693278,0.0045973801364501314,0.08578309416770935,0.08270967503388722
34170_0022_A_309	-0.0022528109451135,0.005114613100886345,0.06926693518956502,0.08902982560296853,0.26536330084005993,0.17188400526841482
34170_0022_A_310	-0.001925562818845113,0.0367149772743384,0.0031017779062191644,0.04274949058890343,0.04685127859314283,0.06404995607833068
34170_0022_A_311	0.02609187240401904,0.061813311030467354,0.04373644789059957,0.04411277640610933,0.05993348235885302,0.17365728318691254
34170_0022_A_312	0.07090423380335172,0.16257539143164954,0.016139463831981022,0.02508684496084849,0.05080076803763708,0.06542240083217621
34170_0022_A_315	0.0031928904354572296,0.020595486275851727,0.017412405461072922,0.04243373995025953,0.07292510569095612,0.13686405618985495
34170_0022_A_316	0.007122195015350978,0.0336030051112175,0.016844438466553886,0.04438027056554953,0.05334562808275223,0.05838499031960964
34170_0022_A_319	0.06881404295563698,0.11879092454910278,0.01586010563187301,0.030013586084047954,0.07561829934517543,0.06872177124023438
34170_0022_A_322	0.014543548226356506,0.02457323670387268,0.010212598368525505,0.01650655611107747,0.046970538794994354,0.05272906832396984
34170_0022_A_323	0.15212324758370718,0.4179023504257202,-0.008381053805351257,0.010776196916898092,0.0428640761723121,0.16795007636149725
34170_0022_A_324	0.1490038794775804,0.6166763405005137,0.02332345334192117,0.026742566687365372,0.05395388354857763,0.09908091525236766
34170_0022_A_327	0.002748865013321241,0.010531526679793993,0.04698605959614118,0.028370320796966553,0.07944356029232343,0.1498393416404724
34170_0022_A_328	0.041957552234331764,0.3873932361602783,0.10653671373923619,0.0434764651581645,0.055550433695316315,0.19099752604961395
34170_0022_A_329	-0.0022528109451135,0.005114613100886345,0.06926693518956502,0.08902982560296853,0.26536330084005993,0.17188400526841482
34170_0022_A_330	0.013383359958728155,0.02857930151124795,0.004601254748801391,0.03905386726061503,0.05048458899060885,0.10197757929563522
34170_0022_A_331	0.09620940933624904,0.27376260856787366,0.037770289927721024,0.016999186327060063,0.045706963166594505,0.10500546048084895
